Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2015-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,96,5017,1600
2015-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,96,5018,1206
2015-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,96,5019,1656
2015-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,97,5020,1086
2015-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,97,5021,1275
2015-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,98,5022,1722
2015-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,98,5023,1494
2015-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,98,5024,1899
2015-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,99,5025,1566
2015-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,99,5026,1410
2015-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,99,5027,1349
2015-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,99,5028,1550
2015-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,99,5029,1714
2015-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,99,5030,1436
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,100,5031,1612
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,100,5032,1728
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,101,5033,1375
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,101,5034,1164
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,102,5035,1089
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,102,5036,1680
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,102,5037,1399
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,102,5038,1233
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,102,5039,1538
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,102,5040,1428
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,102,5041,1916
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,103,5042,1264
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,103,5043,1397
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,103,5044,1288
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,103,5045,1529
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,103,5046,1165
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,103,5047,1284
2015-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,103,5048,1279
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,104,5049,1627
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,104,5050,1628
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,104,5051,1626
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,104,5052,1524
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,105,5053,1467
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,105,5054,1032
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,105,5055,1440
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,106,5056,1213
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,106,5057,1716
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,106,5058,1584
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,106,5059,1588
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,106,5060,1092
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,107,5061,1427
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,107,5062,1594
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,107,5063,1567
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,107,5064,1601
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,107,5065,1658
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,108,5066,1191
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,108,5067,1291
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,108,5068,1457
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,108,5069,1714
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,109,5070,1458
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,109,5071,1573
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,109,5072,1634
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,109,5073,1628
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,109,5074,1714
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,110,5075,1689
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,110,5076,1328
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,110,5077,1405
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,110,5078,2010
2015-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,110,5079,1235
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,111,5080,1324
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,111,5081,1515
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,111,5082,1645
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,111,5083,1304
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,111,5084,1381
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,111,5085,1313
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,111,5086,1331
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,111,5087,1514
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,112,5088,1764
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,112,5089,1666
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,112,5090,1842
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,112,5091,1515
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,112,5092,1504
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,113,5093,1137
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,113,5094,2533
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,113,5095,1602
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,113,5096,1069
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,113,5097,1593
2015-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,113,5098,1472
2015-01-01,6,Gràcia,28,Vallcarca i els Penitents,114,6001,1127
2015-01-01,6,Gràcia,28,Vallcarca i els Penitents,114,6002,1443
2015-01-01,6,Gràcia,28,Vallcarca i els Penitents,114,6003,2245
2015-01-01,6,Gràcia,28,Vallcarca i els Penitents,114,6004,1460
2015-01-01,6,Gràcia,28,Vallcarca i els Penitents,115,6006,1018
2015-01-01,6,Gràcia,28,Vallcarca i els Penitents,115,6007,1794
2015-01-01,6,Gràcia,28,Vallcarca i els Penitents,115,6008,1862
2015-01-01,6,Gràcia,28,Vallcarca i els Penitents,116,6009,1239
2015-01-01,6,Gràcia,28,Vallcarca i els Penitents,116,6010,1014
2015-01-01,6,Gràcia,28,Vallcarca i els Penitents,117,6011,1232
2015-01-01,6,Gràcia,28,Vallcarca i els Penitents,117,6012,1086
2015-01-01,6,Gràcia,29,el Coll,118,6013,1721
2015-01-01,6,Gràcia,29,el Coll,118,6014,1351
2015-01-01,6,Gràcia,29,el Coll,118,6015,1351
2015-01-01,6,Gràcia,29,el Coll,118,6016,1593
2015-01-01,6,Gràcia,29,el Coll,118,6017,1335
2015-01-01,6,Gràcia,30,la Salut,119,6018,1281
2015-01-01,6,Gràcia,30,la Salut,119,6019,1528
2015-01-01,6,Gràcia,30,la Salut,119,6020,1127
2015-01-01,6,Gràcia,30,la Salut,119,6021,1363
2015-01-01,6,Gràcia,30,la Salut,120,6022,1386
2015-01-01,6,Gràcia,30,la Salut,120,6023,1326
2015-01-01,6,Gràcia,30,la Salut,120,6024,1594
2015-01-01,6,Gràcia,30,la Salut,120,6025,1400
2015-01-01,6,Gràcia,30,la Salut,120,6026,1021
2015-01-01,6,Gràcia,30,la Salut,120,6027,1194
2015-01-01,6,Gràcia,31,la Vila de Gràcia,121,6028,1320
2015-01-01,6,Gràcia,31,la Vila de Gràcia,121,6029,1225
2015-01-01,6,Gràcia,31,la Vila de Gràcia,121,6030,1354
2015-01-01,6,Gràcia,31,la Vila de Gràcia,121,6031,1088
2015-01-01,6,Gràcia,31,la Vila de Gràcia,121,6032,1142
2015-01-01,6,Gràcia,31,la Vila de Gràcia,122,6033,1320
2015-01-01,6,Gràcia,31,la Vila de Gràcia,122,6034,1250
2015-01-01,6,Gràcia,31,la Vila de Gràcia,122,6035,1016
2015-01-01,6,Gràcia,31,la Vila de Gràcia,122,6036,1385
2015-01-01,6,Gràcia,31,la Vila de Gràcia,123,6037,1091
2015-01-01,6,Gràcia,31,la Vila de Gràcia,123,6038,1475
2015-01-01,6,Gràcia,31,la Vila de Gràcia,123,6039,1573
2015-01-01,6,Gràcia,31,la Vila de Gràcia,124,6040,1617
2015-01-01,6,Gràcia,31,la Vila de Gràcia,124,6041,1693
2015-01-01,6,Gràcia,31,la Vila de Gràcia,124,6042,1703
2015-01-01,6,Gràcia,31,la Vila de Gràcia,125,6043,1215
2015-01-01,6,Gràcia,31,la Vila de Gràcia,125,6044,1459
2015-01-01,6,Gràcia,31,la Vila de Gràcia,126,6045,1303
2015-01-01,6,Gràcia,31,la Vila de Gràcia,126,6046,1075
2015-01-01,6,Gràcia,31,la Vila de Gràcia,126,6047,1775
2015-01-01,6,Gràcia,31,la Vila de Gràcia,126,6048,1400
2015-01-01,6,Gràcia,31,la Vila de Gràcia,127,6049,1111
2015-01-01,6,Gràcia,31,la Vila de Gràcia,127,6050,1229
2015-01-01,6,Gràcia,31,la Vila de Gràcia,127,6051,1306
2015-01-01,6,Gràcia,31,la Vila de Gràcia,128,6052,1602
2015-01-01,6,Gràcia,31,la Vila de Gràcia,128,6053,1493
2015-01-01,6,Gràcia,31,la Vila de Gràcia,128,6054,1593
2015-01-01,6,Gràcia,31,la Vila de Gràcia,129,6055,1430
2015-01-01,6,Gràcia,31,la Vila de Gràcia,129,6056,1524
2015-01-01,6,Gràcia,31,la Vila de Gràcia,129,6057,1498
2015-01-01,6,Gràcia,31,la Vila de Gràcia,129,6058,1692
2015-01-01,6,Gràcia,31,la Vila de Gràcia,129,6059,1503
2015-01-01,6,Gràcia,31,la Vila de Gràcia,130,6060,1788
2015-01-01,6,Gràcia,31,la Vila de Gràcia,130,6061,1343
2015-01-01,6,Gràcia,31,la Vila de Gràcia,130,6062,1354
2015-01-01,6,Gràcia,31,la Vila de Gràcia,130,6063,1496
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6064,1896
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6065,1175
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6066,959
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6067,1757
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6068,1474
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6069,1117
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6070,1813
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6071,1083
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6072,1605
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6073,1396
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6074,1080
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6075,1084
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6076,1267
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6077,1214
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6078,1275
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6079,1114
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6080,1169
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6081,1268
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6082,1776
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6083,1716
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6084,1454
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6085,1202
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6086,950
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6087,1860
2015-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6088,1209
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7001,1555
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7002,1126
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7003,1294
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7004,1507
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7005,1501
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7006,955
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7007,1397
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7008,1423
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,136,7009,1176
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,136,7010,1326
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,136,7011,1125
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,136,7012,1543
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,136,7013,1229
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,137,7014,908
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,137,7015,1397
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,137,7016,1333
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,137,7017,1640
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,137,7018,1587
2015-01-01,7,Horta-Guinardó,33,el Baix Guinardó,137,7019,1452
2015-01-01,7,Horta-Guinardó,34,Can Baró,138,7020,1553
2015-01-01,7,Horta-Guinardó,34,Can Baró,138,7021,1044
2015-01-01,7,Horta-Guinardó,34,Can Baró,138,7022,1116
2015-01-01,7,Horta-Guinardó,34,Can Baró,138,7023,1276
2015-01-01,7,Horta-Guinardó,34,Can Baró,138,7024,1407
2015-01-01,7,Horta-Guinardó,34,Can Baró,138,7025,1373
2015-01-01,7,Horta-Guinardó,34,Can Baró,138,7026,1055
2015-01-01,7,Horta-Guinardó,35,el Guinardó,139,7027,1946
2015-01-01,7,Horta-Guinardó,35,el Guinardó,139,7028,1446
2015-01-01,7,Horta-Guinardó,35,el Guinardó,139,7029,1263
2015-01-01,7,Horta-Guinardó,35,el Guinardó,139,7030,1328
2015-01-01,7,Horta-Guinardó,35,el Guinardó,140,7031,1558
2015-01-01,7,Horta-Guinardó,35,el Guinardó,140,7032,1293
2015-01-01,7,Horta-Guinardó,35,el Guinardó,140,7033,1377
2015-01-01,7,Horta-Guinardó,35,el Guinardó,140,7034,1553
2015-01-01,7,Horta-Guinardó,35,el Guinardó,140,7035,1760
2015-01-01,7,Horta-Guinardó,35,el Guinardó,140,7036,1346
2015-01-01,7,Horta-Guinardó,35,el Guinardó,140,7037,1480
2015-01-01,7,Horta-Guinardó,35,el Guinardó,140,7038,1317
2015-01-01,7,Horta-Guinardó,35,el Guinardó,141,7039,1545
2015-01-01,7,Horta-Guinardó,35,el Guinardó,141,7040,1468
2015-01-01,7,Horta-Guinardó,35,el Guinardó,141,7041,1377
2015-01-01,7,Horta-Guinardó,35,el Guinardó,142,7042,1530
2015-01-01,7,Horta-Guinardó,35,el Guinardó,142,7043,1371
2015-01-01,7,Horta-Guinardó,35,el Guinardó,142,7044,1278
2015-01-01,7,Horta-Guinardó,35,el Guinardó,142,7045,1478
2015-01-01,7,Horta-Guinardó,35,el Guinardó,142,7046,1396
2015-01-01,7,Horta-Guinardó,35,el Guinardó,143,7047,1423
2015-01-01,7,Horta-Guinardó,35,el Guinardó,143,7048,1191
2015-01-01,7,Horta-Guinardó,35,el Guinardó,143,7049,1216
2015-01-01,7,Horta-Guinardó,35,el Guinardó,143,7050,1128
2015-01-01,7,Horta-Guinardó,35,el Guinardó,143,7051,1716
2015-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,144,7052,1240
2015-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,144,7053,1469
2015-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,144,7054,1532
2015-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7055,1158
2015-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7056,1174
2015-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7057,1436
2015-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7058,1390
2015-01-01,7,Horta-Guinardó,37,el Carmel,146,7059,1307
2015-01-01,7,Horta-Guinardó,37,el Carmel,146,7060,1816
2015-01-01,7,Horta-Guinardó,37,el Carmel,147,7061,1250
2015-01-01,7,Horta-Guinardó,37,el Carmel,147,7062,1260
2015-01-01,7,Horta-Guinardó,37,el Carmel,147,7063,1451
2015-01-01,7,Horta-Guinardó,37,el Carmel,147,7064,1667
2015-01-01,7,Horta-Guinardó,37,el Carmel,147,7065,1626
2015-01-01,7,Horta-Guinardó,37,el Carmel,147,7066,1752
2015-01-01,7,Horta-Guinardó,37,el Carmel,147,7067,1515
2015-01-01,7,Horta-Guinardó,37,el Carmel,147,7068,1189
2015-01-01,7,Horta-Guinardó,37,el Carmel,147,7069,1444
2015-01-01,7,Horta-Guinardó,37,el Carmel,147,7070,1382
2015-01-01,7,Horta-Guinardó,37,el Carmel,148,7071,1351
2015-01-01,7,Horta-Guinardó,37,el Carmel,148,7072,1337
2015-01-01,7,Horta-Guinardó,37,el Carmel,148,7073,1062
2015-01-01,7,Horta-Guinardó,37,el Carmel,148,7074,1716
2015-01-01,7,Horta-Guinardó,37,el Carmel,148,7075,1249
2015-01-01,7,Horta-Guinardó,37,el Carmel,148,7076,1334
2015-01-01,7,Horta-Guinardó,37,el Carmel,148,7077,1283
2015-01-01,7,Horta-Guinardó,37,el Carmel,148,7078,1309
2015-01-01,7,Horta-Guinardó,37,el Carmel,148,7079,1366
2015-01-01,7,Horta-Guinardó,37,el Carmel,148,7080,1783
2015-01-01,7,Horta-Guinardó,38,la Teixonera,149,7081,1966
2015-01-01,7,Horta-Guinardó,38,la Teixonera,149,7082,1290
2015-01-01,7,Horta-Guinardó,38,la Teixonera,149,7083,1238
2015-01-01,7,Horta-Guinardó,38,la Teixonera,149,7084,1316
2015-01-01,7,Horta-Guinardó,38,la Teixonera,149,7085,1287
2015-01-01,7,Horta-Guinardó,38,la Teixonera,149,7086,1442
2015-01-01,7,Horta-Guinardó,38,la Teixonera,149,7087,1569
2015-01-01,7,Horta-Guinardó,38,la Teixonera,149,7088,1252
2015-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7089,1283
2015-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7090,1413
2015-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7091,1124
2015-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7092,1344
2015-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7093,1557
2015-01-01,7,Horta-Guinardó,40,Montbau,151,7094,1205
2015-01-01,7,Horta-Guinardó,40,Montbau,151,7095,1536
2015-01-01,7,Horta-Guinardó,40,Montbau,151,7096,1385
2015-01-01,7,Horta-Guinardó,40,Montbau,151,7097,915
2015-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7098,1871
2015-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7099,1069
2015-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7100,1160
2015-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7101,1367
2015-01-01,7,Horta-Guinardó,42,la Clota,153,7102,542
2015-01-01,7,Horta-Guinardó,43,Horta,154,7103,1479
2015-01-01,7,Horta-Guinardó,43,Horta,154,7104,1577
2015-01-01,7,Horta-Guinardó,43,Horta,154,7105,1052
2015-01-01,7,Horta-Guinardó,43,Horta,154,7106,1110
2015-01-01,7,Horta-Guinardó,43,Horta,154,7107,1246
2015-01-01,7,Horta-Guinardó,43,Horta,154,7108,1244
2015-01-01,7,Horta-Guinardó,43,Horta,154,7109,1630
2015-01-01,7,Horta-Guinardó,43,Horta,154,7110,1011
2015-01-01,7,Horta-Guinardó,43,Horta,154,7111,888
2015-01-01,7,Horta-Guinardó,43,Horta,155,7112,1256
2015-01-01,7,Horta-Guinardó,43,Horta,155,7113,1164
2015-01-01,7,Horta-Guinardó,43,Horta,155,7114,1170
2015-01-01,7,Horta-Guinardó,43,Horta,155,7115,1136
2015-01-01,7,Horta-Guinardó,43,Horta,155,7116,1474
2015-01-01,7,Horta-Guinardó,43,Horta,155,7117,1565
2015-01-01,7,Horta-Guinardó,43,Horta,155,7118,1216
2015-01-01,7,Horta-Guinardó,43,Horta,156,7119,1181
2015-01-01,7,Horta-Guinardó,43,Horta,156,7120,1209
2015-01-01,7,Horta-Guinardó,43,Horta,156,7121,1190
2015-01-01,7,Horta-Guinardó,43,Horta,156,7122,1304
2015-01-01,7,Horta-Guinardó,43,Horta,156,7123,1367
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8001,1249
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8002,1277
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8003,1214
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8004,1403
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8005,1150
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8006,1468
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8007,1194
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8008,1628
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,158,8009,1663
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8010,1111
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8011,1168
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8012,1357
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8013,1209
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8014,1192
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8015,1357
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8016,1179
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8017,1322
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8018,1553
2015-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8019,1750
2015-01-01,8,Nou Barris,45,Porta,161,8020,1249
2015-01-01,8,Nou Barris,45,Porta,161,8021,1452
2015-01-01,8,Nou Barris,45,Porta,161,8022,1212
2015-01-01,8,Nou Barris,45,Porta,161,8023,1350
2015-01-01,8,Nou Barris,45,Porta,161,8024,1384
2015-01-01,8,Nou Barris,45,Porta,161,8025,1179
2015-01-01,8,Nou Barris,45,Porta,161,8026,1334
2015-01-01,8,Nou Barris,45,Porta,162,8027,1265
2015-01-01,8,Nou Barris,45,Porta,162,8028,1085
2015-01-01,8,Nou Barris,45,Porta,162,8029,1496
2015-01-01,8,Nou Barris,45,Porta,162,8030,1436
2015-01-01,8,Nou Barris,45,Porta,163,8031,1293
2015-01-01,8,Nou Barris,45,Porta,163,8032,1317
2015-01-01,8,Nou Barris,45,Porta,163,8033,1418
2015-01-01,8,Nou Barris,45,Porta,163,8034,1146
2015-01-01,8,Nou Barris,45,Porta,163,8035,1726
2015-01-01,8,Nou Barris,45,Porta,163,8036,1466
2015-01-01,8,Nou Barris,45,Porta,163,8037,1491
2015-01-01,8,Nou Barris,46,el Turó de la Peira,164,8038,1443
2015-01-01,8,Nou Barris,46,el Turó de la Peira,164,8039,1525
2015-01-01,8,Nou Barris,46,el Turó de la Peira,164,8040,1624
2015-01-01,8,Nou Barris,46,el Turó de la Peira,164,8041,2346
2015-01-01,8,Nou Barris,46,el Turó de la Peira,164,8042,1291
2015-01-01,8,Nou Barris,46,el Turó de la Peira,164,8043,1143
2015-01-01,8,Nou Barris,46,el Turó de la Peira,165,8044,1348
2015-01-01,8,Nou Barris,46,el Turó de la Peira,165,8045,1693
2015-01-01,8,Nou Barris,46,el Turó de la Peira,165,8046,1367
2015-01-01,8,Nou Barris,46,el Turó de la Peira,165,8047,1548
2015-01-01,8,Nou Barris,47,Can Peguera,166,8048,1037
2015-01-01,8,Nou Barris,47,Can Peguera,166,8049,1238
2015-01-01,8,Nou Barris,48,la Guineueta,167,8050,1431
2015-01-01,8,Nou Barris,48,la Guineueta,167,8051,1350
2015-01-01,8,Nou Barris,48,la Guineueta,167,8052,850
2015-01-01,8,Nou Barris,48,la Guineueta,167,8053,1139
2015-01-01,8,Nou Barris,48,la Guineueta,167,8054,1670
2015-01-01,8,Nou Barris,48,la Guineueta,167,8055,1857
2015-01-01,8,Nou Barris,48,la Guineueta,167,8215,1433
2015-01-01,8,Nou Barris,48,la Guineueta,168,8056,1441
2015-01-01,8,Nou Barris,48,la Guineueta,168,8057,1308
2015-01-01,8,Nou Barris,48,la Guineueta,168,8058,1620
2015-01-01,8,Nou Barris,48,la Guineueta,168,8059,998
2015-01-01,8,Nou Barris,49,Canyelles,169,8060,1198
2015-01-01,8,Nou Barris,49,Canyelles,169,8061,1667
2015-01-01,8,Nou Barris,49,Canyelles,169,8062,1215
2015-01-01,8,Nou Barris,49,Canyelles,169,8063,1147
2015-01-01,8,Nou Barris,49,Canyelles,169,8064,1725
2015-01-01,8,Nou Barris,50,les Roquetes,170,8065,1690
