Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_G,SEXE
2015-01-01,1,Ciutat Vella,1,el Raval,3,1006,192,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,3,1006,394,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,3,1006,..,4,1
2015-01-01,1,Ciutat Vella,1,el Raval,3,1007,485,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,3,1007,519,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,3,1007,92,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,3,1007,110,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,3,1007,206,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,3,1007,631,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,3,1007,..,4,2
2015-01-01,1,Ciutat Vella,1,el Raval,4,1008,656,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,4,1008,803,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,4,1008,111,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,4,1008,125,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,4,1008,562,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,4,1008,1156,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,4,1008,..,4,1
2015-01-01,1,Ciutat Vella,1,el Raval,4,1009,593,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,4,1009,541,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,4,1009,82,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,4,1009,80,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,4,1009,301,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,4,1009,577,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,4,1
2015-01-01,1,Ciutat Vella,1,el Raval,4,1010,498,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,4,1010,484,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,4,1010,75,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,4,1010,75,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,4,1010,432,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,4,1010,795,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,5,1011,734,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,5,1011,776,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,5,1011,145,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,5,1011,123,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,5,1011,561,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,5,1011,1039,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,5,1012,548,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,5,1012,516,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,5,1012,67,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,5,1012,72,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,5,1012,300,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,5,1012,380,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,5,1013,465,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,5,1013,405,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,5,1013,44,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,5,1013,39,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,5,1013,185,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,5,1013,218,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,1014,575,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,6,1014,525,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,1014,60,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,6,1014,88,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,1014,301,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,6,1014,437,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,1015,656,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,6,1015,598,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,1015,65,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,6,1015,65,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,1015,407,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,6,1015,511,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,1015,..,4,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,1016,576,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,6,1016,489,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,1016,67,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,6,1016,82,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,1016,436,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,6,1016,522,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,1016,..,4,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,1017,664,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,6,1017,591,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,1017,123,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,6,1017,121,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,1017,508,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,6,1017,670,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,7,1018,461,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,7,1018,422,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,7,1018,79,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,7,1018,45,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,7,1018,207,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,7,1018,348,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,7,1019,698,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,7,1019,664,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,7,1019,143,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,7,1019,143,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,7,1019,408,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,7,1019,728,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,7,1019,..,4,2
2015-01-01,1,Ciutat Vella,1,el Raval,7,1020,740,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,7,1020,598,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,7,1020,174,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,7,1020,184,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,7,1020,180,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,7,1020,192,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,7,1020,..,4,1
2015-01-01,1,Ciutat Vella,1,el Raval,8,1021,652,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,8,1021,595,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,8,1021,137,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,8,1021,186,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,8,1021,200,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,8,1021,221,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,8,1021,..,4,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,434,1,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,368,1,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,95,2,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,111,2,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,91,3,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,84,3,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,..,4,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,721,1,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,611,1,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,151,2,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,137,2,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,164,3,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,164,3,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,..,4,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,396,1,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,355,1,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,135,2,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,147,2,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,101,3,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,147,3,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,..,4,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,517,1,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,598,1,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,188,2,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,261,2,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,185,3,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,373,3,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,4,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,485,1,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,455,1,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,167,2,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,190,2,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,117,3,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,209,3,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,552,1,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,546,1,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,186,2,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,171,2,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,184,3,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,299,3,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,336,1,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,372,1,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,197,2,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,161,2,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,132,3,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,167,3,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,709,1,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,751,1,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,207,2,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,220,2,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,196,3,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,319,3,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,390,1,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,411,1,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,162,2,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,193,2,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,162,3,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,328,3,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,..,4,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,599,1,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,561,1,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,174,2,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,177,2,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,120,3,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,175,3,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,358,1,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,366,1,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,74,2,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,85,2,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,75,3,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,136,3,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,348,1,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,330,1,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,86,2,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,87,2,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,77,3,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,102,3,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,426,1,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,427,1,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,118,2,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,103,2,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,110,3,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,144,3,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,529,1,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,442,1,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,41,2,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,40,2,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,72,3,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,59,3,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,626,1,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,534,1,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,69,2,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,74,2,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,77,3,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,84,3,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,436,1,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,432,1,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,151,2,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,132,2,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,126,3,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,214,3,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,..,4,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,481,1,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,466,1,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,76,2,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,64,2,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,87,3,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,125,3,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,366,1,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,338,1,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,93,2,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,107,2,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,89,3,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,108,3,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,412,1,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,398,1,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,151,2,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,147,2,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,147,3,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,212,3,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,793,1,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,663,1,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,58,2,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,71,2,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,91,3,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,97,3,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,397,1,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,416,1,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,132,2,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,159,2,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,96,3,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,90,3,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,529,1,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,449,1,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,138,2,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,163,2,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,97,3,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,102,3,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,..,4,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,594,1,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,572,1,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,245,2,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,249,2,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,163,3,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,192,3,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,..,4,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,521,1,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,501,1,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,188,2,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,169,2,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,147,3,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,185,3,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,580,1,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,465,1,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,200,2,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,156,2,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,187,3,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,238,3,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,..,4,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,..,4,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,656,1,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,643,1,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,182,2,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,194,2,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,229,3,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,313,3,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,..,4,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,480,1,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,422,1,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,125,2,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,117,2,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,153,3,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,155,3,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,..,4,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,476,1,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,470,1,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,119,2,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,134,2,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,180,3,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,240,3,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,..,4,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,509,1,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,477,1,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,163,2,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,148,2,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,234,3,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,278,3,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,738,1,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,688,1,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,224,2,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,229,2,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,185,3,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,343,3,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,..,4,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,..,4,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,697,1,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,578,1,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,153,2,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,161,2,2
