Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_G,SEXE
2023-01-01,1,Ciutat Vella,1,el Raval,7,1019,..,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,657,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,551,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,185,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,210,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,315,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,311,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,..,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,1020,..,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,8,1021,613,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,8,1021,504,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,8,1021,148,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,8,1021,192,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,8,1021,317,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,8,1021,368,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,377,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,336,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,123,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,145,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,246,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,543,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,..,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,..,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,578,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,472,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,179,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,183,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,243,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,310,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,..,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,310,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,311,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,154,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,172,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,178,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,188,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,..,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,758,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,1123,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,224,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,299,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,1570,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,6695,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,393,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,353,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,162,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,129,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,196,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,206,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,..,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,479,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,408,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,216,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,220,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,273,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,306,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,..,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,291,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,268,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,175,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,151,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,245,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,255,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,623,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,635,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,210,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,208,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,339,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,434,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,309,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,361,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,151,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,180,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,272,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,285,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,..,4,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,463,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,464,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,164,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,164,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,224,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,243,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,276,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,288,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,103,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,117,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,107,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,159,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,239,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,238,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,113,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,100,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,104,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,141,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,322,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,297,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,119,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,126,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,146,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,145,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,451,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,394,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,70,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,65,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,93,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,83,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,471,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,390,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,96,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,94,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,104,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,121,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,343,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,309,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,172,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,170,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,185,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,229,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,413,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,383,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,117,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,92,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,133,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,176,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,..,4,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,288,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,269,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,97,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,119,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,163,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,145,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,362,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,322,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,169,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,148,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,213,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,221,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,693,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,589,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,103,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,101,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,115,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,140,3,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,444,1,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,468,1,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,137,2,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,160,2,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,204,3,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,198,3,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,450,1,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,369,1,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,149,2,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,141,2,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,158,3,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,184,3,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,..,4,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,443,1,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,471,1,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,244,2,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,228,2,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,263,3,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,265,3,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,389,1,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,404,1,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,202,2,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,208,2,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,288,3,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,306,3,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,477,1,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,411,1,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,176,2,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,172,2,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,233,3,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,250,3,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,565,1,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,523,1,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,176,2,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,175,2,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,297,3,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,329,3,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,..,4,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,403,1,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,359,1,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,122,2,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,145,2,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,251,3,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,200,3,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,390,1,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,389,1,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,156,2,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,156,2,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,238,3,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,251,3,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,..,4,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,420,1,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,422,1,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,157,2,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,153,2,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,252,3,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,271,3,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,710,1,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,644,1,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,226,2,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,237,2,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,287,3,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,263,3,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,583,1,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,501,1,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,170,2,1
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,146,2,2
2023-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,217,3,1
