codi_barri,poblacio_total,pct_pob_estrangera,pct_pob_estrangera_occidental,pct_pob_espanyola,pct_joves,pct_universitaris
1,49917,0.5319430254222008,0.11018290362000921,0.46805697457779916,0.3946150610012621,0.2503555902798646
2,27878,0.6806442355979625,0.1367027763828108,0.31935576440203745,0.5152091254752852,0.2731903292919148
3,14749,0.44409790494270796,0.19764051800122043,0.555902095057292,0.40131534341311276,0.3230727506949624
4,22767,0.48754776650415077,0.22304212237009707,0.5124522334958492,0.4167435323055299,0.42047700619317435
5,36621,0.3611042844269682,0.11624477758663063,0.6388957155730318,0.33052073946642635,0.3867453100679938
6,53555,0.29078517412006344,0.09950518158902064,0.7092148258799366,0.3124638222388199,0.3990290355709084
7,45667,0.32686622725381564,0.16042218669936717,0.6731337727461844,0.3199027744323034,0.5101933562528741
8,44021,0.3072624429249676,0.12471320506122079,0.6927375570750324,0.3355898321255764,0.49206060743735947
9,59122,0.24703156185514696,0.08426643212340584,0.752968438144853,0.2960319339670512,0.43932884543824635
10,39223,0.28903959411569746,0.10455600030594295,0.7109604058843025,0.3055350177191954,0.3940800040792392
11,40300,0.3714143920595534,0.12007444168734491,0.6285856079404466,0.32878411910669975,0.29846153846153844
12,2876,0.2527816411682893,0.07719054242002782,0.7472183588317107,0.30528511821974963,0.2374826147426982
13,31647,0.21619742787625995,0.03254652889689386,0.78380257212374,0.2487755553448984,0.17682560748254178
14,10860,0.2767955801104972,0.0714548802946593,0.7232044198895028,0.28885819521178635,0.3179558011049724
15,16798,0.31503750446481726,0.08459340397666389,0.6849624955351827,0.31057268722466963,0.32867007977140134
16,21242,0.2300630825722625,0.04844176631202335,0.7699369174277375,0.2715845965539968,0.27911684398832504
17,25338,0.24062672665561602,0.04495224563896125,0.759373273344384,0.2742126450390717,0.2862893677480464
18,47239,0.2942695654014691,0.0631681449649654,0.7057304345985309,0.30733080717204003,0.32682740955566375
19,47057,0.17942070255222387,0.05408334572964702,0.8205792974477761,0.23560787980534245,0.42025628493104106
20,24687,0.19066715275246082,0.04929720095596873,0.8093328472475392,0.2378984890833232,0.3853040061570867
21,12649,0.22317969799984183,0.090125701636493,0.7768203020001582,0.209502727488339,0.46580757372124276
22,4962,0.18883514711809757,0.10257960499798469,0.8111648528819024,0.2011285771866183,0.37867795243853286
23,25282,0.17894153943517122,0.08919389288822087,0.8210584605648288,0.21224586662447592,0.4584684755952852
24,16376,0.1418539325842697,0.06124816805080606,0.8581460674157303,0.2112848070346849,0.47508549096238395
25,26836,0.17972126993590698,0.06860187807422864,0.820278730064093,0.23859740646892233,0.4628111492025637
26,49461,0.20009704615757873,0.08829178544711995,0.7999029538424213,0.25537292007844564,0.4908715958027537
27,30756,0.19937573156457278,0.08447132266874756,0.8006242684354272,0.2620626869553908,0.48299518793081025
28,16919,0.2102961167917725,0.07742774395649861,0.7897038832082275,0.2513150895442993,0.4026242685737928
29,8091,0.23285131627734523,0.07156099369670003,0.7671486837226548,0.26548016314423434,0.3171425040168088
30,14017,0.20810444460298205,0.07911821359777413,0.791895555397018,0.2578297781265606,0.40857530141970466
31,51833,0.285474504659194,0.13560858912275964,0.714525495340806,0.32189917620049,0.45916693998032143
32,36743,0.23852162316631742,0.08989467381542063,0.7614783768336826,0.2855509893040851,0.41542606755028166
33,26536,0.21408652396744043,0.06847301778715707,0.7859134760325596,0.26639282484172444,0.3431941513415737
34,9672,0.21960297766749381,0.06648056244830439,0.7803970223325062,0.266232423490488,0.2982837055417701
35,39061,0.21468984409001302,0.05821663551880392,0.785310155909987,0.2643557512608484,0.31898824914876733
36,9952,0.11766479099678462,0.03707797427652733,0.8823352090032154,0.21061093247588425,0.3294815112540193
37,33694,0.23015967234522472,0.038968362319700835,0.7698403276547753,0.2575829524544429,0.15979106072297738
38,12605,0.22475208250694167,0.04212614042046807,0.7752479174930583,0.26441888139627134,0.2041253470844903
39,7826,0.23153590595451057,0.03986710963455149,0.7684640940454894,0.2523639151546128,0.21518016866854076
40,5343,0.21560920830993824,0.0413625304136253,0.7843907916900618,0.26333520494104434,0.29253228523301517
41,5990,0.12787979966611018,0.034223706176961605,0.8721202003338898,0.2030050083472454,0.3030050083472454
42,1071,0.1671335200746965,0.040149393090569564,0.8328664799253035,0.2838468720821662,0.3239962651727358
43,31259,0.23602802392910838,0.029175597427940753,0.7639719760708916,0.2602770402124188,0.24044275248728367
44,26547,0.18872188947903723,0.0314536482465062,0.8112781105209628,0.23595886540852073,0.2413078690624176
45,31363,0.31240633867933554,0.023180180467429774,0.6875936613206645,0.27994770908395245,0.1720817523833817
46,17456,0.27365948670944085,0.025206232813932174,0.7263405132905592,0.27933088909257564,0.16452795600366635
47,2170,0.10829493087557607,0.017972350230414748,0.8917050691244239,0.22211981566820277,0.09400921658986175
48,15656,0.13694430250383238,0.019736842105263157,0.8630556974961676,0.20867399080224833,0.19704905467552375
49,6817,0.0893354848173683,0.00982837025084348,0.9106645151826317,0.1930467947777615,0.1381839518849934
50,17321,0.28168119623578314,0.02661509150741874,0.7183188037642169,0.27683159170948557,0.10495929796201144
51,13511,0.25349715046998744,0.02782917622677818,0.7465028495300126,0.2628968988231811,0.1335948486418474
52,27922,0.21216245254637922,0.02643077143471098,0.7878375474536208,0.24572022061456916,0.14150132511997707
53,7965,0.25260514752040175,0.018706842435655995,0.7473948524795982,0.271939736346516,0.09704959196484621
54,3224,0.21464019851116622,0.02760545905707196,0.7853598014888338,0.24720843672456574,0.09646401985111662
55,11351,0.3109858162276451,0.015152849969165712,0.6890141837723549,0.2716060259008017,0.06950929433530086
56,1452,0.18526170798898067,0.022727272727272728,0.8147382920110193,0.21556473829201103,0.08539944903581267
57,11160,0.31675627240143367,0.03225806451612903,0.6832437275985663,0.2768817204301075,0.11102150537634409
58,2678,0.1852128454070202,0.020537714712471993,0.8147871545929798,0.2359970126960418,0.07916355489171023
59,15918,0.30990074129915823,0.021673577082548058,0.6900992587008418,0.2799974871214977,0.13801985174016837
60,58988,0.12414389367328948,0.026174815216654233,0.8758561063267105,0.21024615175967992,0.26401980063741776
61,30965,0.20765380268044564,0.04043274664944292,0.7923461973195544,0.24892620700791215,0.26465364120781526
62,15175,0.18820428336079076,0.04441515650741351,0.8117957166392092,0.24948929159802308,0.28784184514003297
63,22790,0.2019306713470821,0.05445370776656428,0.7980693286529179,0.2544537077665643,0.29179464677490125
64,39804,0.25158275550195963,0.08067028439352829,0.7484172444980404,0.2899959803034871,0.33971460154758315
65,27103,0.21255949525882745,0.07301774711286574,0.7874405047411726,0.26871564033501827,0.3124008412352876
66,17603,0.30642504118616143,0.121683803897063,0.6935749588138386,0.2848946202351872,0.3776628983695961
67,9345,0.24173354735152486,0.13675762439807385,0.7582664526484751,0.26088817549491705,0.5090422685928304
