codi_barri,poblacio_total,pct_pob_estrangera,pct_pob_estrangera_occidental,pct_joves,pct_universitaris,import_euros,index_gini,total_incidents_1000_hab,locals_restauracio_1000_hab,locals_sanitaris_1000_hab,locals_serveis_professionals_1000_hab,preu_mitja_m2,pisos_turistics_1000_hab,cluster
1,45671,0.5096231744433011,0.1064132600556151,0.3813141818659543,0.2418602614350463,11917.47619047619,33.7952380952381,16.378007926255172,10.947866260865757,0.1751658601738521,0.2189573252173151,15.9,4.641895294607081,3
2,24460,0.6571954210956664,0.14664758789861,0.5034341782502044,0.278250204415372,16013.222222222224,39.266666666666666,28.618152085036797,17.988552739165986,0.2452984464431725,0.0817661488143908,16.4,8.21749795584628,3
3,14274,0.4210452571108308,0.1925178646490122,0.4084349166316379,0.3052402970435757,15359.818181818182,32.809090909090905,45.60739806641445,12.400168137873056,1.0508617065994117,0.3502872355331372,19.0,4.483676614824156,3
4,22041,0.4662674107345401,0.2120593439499115,0.4205798285014291,0.4062882809309922,16621.153846153848,36.76923076923077,30.67011478608049,17.558187015108206,0.589809899732317,0.0907399845742026,17.4,7.758268681094324,3
5,34403,0.321163851989652,0.104525768101619,0.3250879283783391,0.3779612243118332,20418.8,31.89,18.544894340609837,5.813446501758568,0.6685463477022353,0.9592186727901636,16.1,9.679388425428014,1
6,51712,0.2611386138613861,0.087600556930693,0.317315129950495,0.3807240099009901,19505.41176470588,32.73823529411764,12.801670792079207,7.65779702970297,1.121596534653465,0.8508663366336634,16.7,14.503403465346535,1
7,44105,0.2950912594943884,0.1447228205418886,0.3228205418886747,0.4977440199523864,26054.58620689655,36.83793103448276,16.687450402448704,20.67792767259948,2.380682462305861,1.2470241469221175,16.6,0.0375240902392019,1
8,42751,0.2842272695375547,0.1143131154826787,0.3382143107763561,0.4734860003274777,24315.346153846152,35.753846153846155,15.835886879839066,16.561016116582067,2.549647961451194,1.2163458164721292,16.8,15.859278145540456,1
9,57584,0.2269033064740205,0.0762190886357321,0.3038691303139761,0.423746179494304,22170.15,32.69,11.461517088080022,7.050569602667408,1.701861628230064,1.3719088635732146,16.7,8.405112531258682,1
10,38269,0.2644960673129687,0.0920588465860095,0.3116099192557945,0.375943975541561,19782.916666666668,32.69166666666667,17.350858397136065,10.582978389819436,1.332671352792077,1.0452324335624137,15.9,14.816169745747212,1
11,38778,0.3464335447934396,0.1117901903140956,0.327350559595647,0.2830213007375315,15420.75,32.55416666666667,18.90247047294858,7.194801175924494,0.4383929031925318,0.979937077724483,16.0,13.22915054928052,1
12,1678,0.1734207389749702,0.0512514898688915,0.3063170441001192,0.1501787842669845,14121.0,31.3,318.2359952324195,6.5554231227651965,0.0,12.514898688915377,13.4,1.7878426698450536,2
13,30437,0.1825738410487235,0.0304563524657489,0.2464434734040805,0.1581627624273088,14844.411764705885,28.04117647058824,18.7929165160824,3.449748661168972,0.9856424746197064,0.3614022406938923,12.6,0.1971284949239412,2
14,10499,0.2536432041146775,0.0667682636441565,0.2968854176588246,0.3042194494713782,18431.14285714286,30.085714285714285,40.67054005143347,3.2384036574911894,0.3809886655871987,0.7619773311743975,15.8,12.47737879798076,1
15,15969,0.2739056922787901,0.0799674369090112,0.315486254618323,0.3130440227941637,17482.9,32.28,34.566973511177906,9.518441981338844,1.7533972070887345,1.0019412611935623,15.8,11.083975201953784,1
16,19728,0.1778690186536902,0.0430352798053528,0.2641423357664234,0.26191200324412,17590.615384615383,29.13076923076923,25.952960259529604,3.2948094079480943,0.5575831305758313,1.013787510137875,21.1,1.520681265206813,2
17,24366,0.2169005991956004,0.0406303866042846,0.2789953213494213,0.2674218172863826,16971.3125,30.9125,20.930805220389068,4.309283427727161,1.026019863744562,0.8208158909956497,15.7,3.9809570713289006,2
18,44508,0.2612788712141637,0.0592028399388873,0.3099442796800575,0.3120787274197897,19140.51724137931,31.32413793103448,14.222162307899705,5.976453671250113,1.2357329019502112,0.9436505796710704,15.8,5.347353284802732,1
19,45965,0.1559012291961274,0.0487109757424127,0.242619384314152,0.4060480800609159,24792.314285714285,32.58,13.553790927879907,7.396932448602197,2.371369520287175,0.9354943979114544,17.1,4.590449254867834,0
20,24059,0.1662163847208945,0.0425204705099962,0.2460202003408288,0.3691757762168003,22158.93333333333,31.33333333333333,24.56461199551104,4.863045014339748,1.4963215428737686,0.7065962841348352,15.8,1.9950953904983584,0
21,12130,0.1984336356141797,0.079472382522671,0.2136026380873866,0.455482275350371,33520.28571428572,41.385714285714286,41.71475680131905,3.709810387469085,0.5770816158285244,0.247320692497939,17.5,0.9068425391591096,0
22,4831,0.166218174291037,0.0950113848064583,0.2088594493893603,0.3647277996274063,25698.666666666668,36.9,86.11053612088594,2.276961291658042,0.6209894431794659,0.206996481059822,14.1,0.6209894431794659,0
23,24858,0.162523131386274,0.0815029366803443,0.2165500040228498,0.4415479925979564,30462.0,38.4875,23.533671252715425,3.540107812374286,2.293024378469708,0.7643414594899026,19.5,1.0861694424330195,0
24,16276,0.1246620791349225,0.052592774637503,0.2170066355369869,0.4639346276726468,35403.0,40.345454545454544,29.122634553944454,3.2563283362005406,5.529614155812238,0.2457606291472105,19.4,2.0889653477512904,0
25,26135,0.1607805624641285,0.0625980485938396,0.2397168547924239,0.4479816338243734,31431.33333333333,38.36666666666667,22.3072508130859,5.509852687966329,3.6732351253108857,0.7269944518844461,17.8,2.601874880428544,0
26,47674,0.1696312455426437,0.0774216554096572,0.2544573562109326,0.4757310064185929,31548.451612903227,39.89677419354839,14.053781935646263,8.914712421865168,2.8317321810630536,0.7131769937492134,18.4,6.103956034735915,0
27,30030,0.1794871794871795,0.0746253746253746,0.2706626706626707,0.4631701631701632,25713.736842105263,34.62105263157895,18.215118215118213,4.195804195804196,1.7649017649017649,0.5661005661005661,17.3,6.593406593406593,0
28,16330,0.1811390079608082,0.0690140845070422,0.2563992651561543,0.384751990202082,23054.454545454544,33.49090909090909,34.78260869565217,2.571953459889773,1.3472137170851195,1.1635027556644213,16.8,2.3882424984690758,0
29,7740,0.2016795865633075,0.0581395348837209,0.2648578811369509,0.3007751937984496,17737.2,32.28,42.24806201550388,0.9043927648578812,0.2583979328165374,0.3875968992248062,14.4,2.5839793281653747,2
30,13491,0.179304721666296,0.071010303165073,0.2563190274998146,0.3921873841820473,21889.7,31.65,36.02401601067378,3.1873100585575567,1.2600993254762434,0.7412348973389667,15.3,2.742569120154177,0
31,50048,0.2628876278772378,0.1271179667519181,0.3330203005115089,0.4427349744245524,20979.11111111111,33.141666666666666,13.527014066496164,10.010390025575449,2.018062659846547,0.8991368286445013,17.5,15.225383631713555,1
32,35319,0.210141849995753,0.0818822729975367,0.2845493926781618,0.3950281718055438,21552.92,30.676,15.96874203686401,3.793991902375492,1.670488971941448,1.557235482318299,16.7,6.313882046490558,1
33,25719,0.1892764104358645,0.0605777829620125,0.2685952019907461,0.3248182277693534,19025.84210526316,30.015789473684208,20.10187021268323,3.771530774913488,0.894280493020724,1.7107974649092113,15.5,3.1494226058555927,2
34,9421,0.201146375119414,0.0584863602589958,0.2674875278632841,0.2755546120369387,17738.285714285714,31.285714285714285,42.03375437851608,2.0167710434136503,0.1061458443901921,0.8491667551215369,15.0,2.1229168878038425,2
