codi_barri,poblacio_total,pct_pob_estrangera,pct_pob_estrangera_occidental,pct_joves,pct_universitaris,import_euros,index_gini,total_incidents_1000_hab,locals_restauracio_1000_hab,locals_sanitaris_1000_hab,locals_serveis_professionals_1000_hab,preu_mitja_m2,pisos_turistics_1000_hab,cluster
44,25444,0.121168055337211,0.0203191322119163,0.2472488602421003,0.1801210501493476,13364.736842105263,31.0,17.292878478226694,4.598333595346644,0.8646439239113347,1.454173872032699,9.3,0.2358119792485458,1
45,24299,0.1339149759249351,0.0160911971686077,0.2494752870488497,0.135149594633524,12098.833333333334,30.63888888888889,18.43697271492654,3.909625910531298,0.5350014403884934,1.4815424503065968,9.1,0.082307913905922,1
46,15328,0.2024399791231732,0.0161143006263048,0.2580245302713987,0.1070589770354906,10171.8,31.410000000000004,24.13883089770355,3.001043841336117,0.587160751565762,0.8481210855949897,8.3,0.0,1
47,2275,0.0712087912087912,0.0162637362637362,0.2571428571428571,0.072087912087912,8950.5,34.45,74.28571428571429,0.8791208791208791,0.4395604395604395,0.0,12.5,0.0,1
48,15097,0.0704775783268198,0.0150360998873948,0.2128237398158574,0.1474465125521626,13310.90909090909,26.818181818181817,27.62138173146983,3.311916274756574,0.7286215804464463,0.6623832549513149,8.2,0.0662383254951314,1
49,6952,0.0401323360184119,0.0097813578826237,0.2218066743383199,0.097813578826237,12632.4,26.14,46.02991944764097,2.8768699654775607,0.143843498273878,0.7192174913693902,7.2,0.143843498273878,1
50,15400,0.1904545454545454,0.0253896103896103,0.2907792207792208,0.0633116883116883,9125.0,31.94,26.23376623376624,2.987012987012988,0.1948051948051948,0.8441558441558441,8.7,0.1948051948051948,1
51,12226,0.1689023392769507,0.0191395386880418,0.2656633404220513,0.0868640601995746,9859.5,31.7,28.300343530181586,5.152952723703583,0.490757402257484,1.3904793063962049,9.1,0.1635858007524946,1
52,25974,0.13009163009163,0.0143220143220143,0.2522137522137522,0.0929775929775929,11023.45,30.045,17.017017017017018,4.889504889504889,0.7315007315007315,1.8865018865018863,9.6,0.154000154000154,1
53,7335,0.1757327880027266,0.0134969325153374,0.2616223585548738,0.0568507157464212,8337.2,31.94,49.6250852079073,1.2269938650306749,0.0,0.0,8.8,0.0,1
54,2734,0.1580102414045354,0.0179224579370885,0.2900512070226774,0.0603511338697878,7620.5,32.9,95.09875640087785,0.365764447695684,0.0,0.0,6.1,0.0,1
55,10239,0.2799101474753394,0.01963082332259,0.2932903603867565,0.0487352280496142,7694.333333333333,34.56666666666667,31.93671256958688,1.4649868151186638,0.0976657876745776,0.5859947260474656,6.6,0.0,1
