Codi_Incident,Descripcio_Incident,Codi_districte,Nom_districte,Codi_barri,Nom_barri,NK_Any,Mes_any,Nom_mes,Numero_incidents_GUB
050,ATEMPTATS,05,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2025,10,octubre,1
050,ATEMPTATS,05,Sarrià-Sant Gervasi,27,el Putxet i el Farró,2025,3,març,2
050,ATEMPTATS,05,Sarrià-Sant Gervasi,27,el Putxet i el Farró,2025,6,juny,1
050,ATEMPTATS,05,Sarrià-Sant Gervasi,27,el Putxet i el Farró,2025,7,juliol,1
050,ATEMPTATS,06,Gràcia,28,Vallcarca i els Penitents,2025,7,juliol,1
050,ATEMPTATS,06,Gràcia,29,el Coll,2025,6,juny,1
050,ATEMPTATS,06,Gràcia,30,la Salut,2025,5,maig,1
050,ATEMPTATS,06,Gràcia,31,la Vila de Gràcia,2025,1,gener,1
050,ATEMPTATS,06,Gràcia,31,la Vila de Gràcia,2025,2,febrer,1
050,ATEMPTATS,06,Gràcia,31,la Vila de Gràcia,2025,3,març,1
050,ATEMPTATS,06,Gràcia,31,la Vila de Gràcia,2025,6,juny,1
050,ATEMPTATS,06,Gràcia,31,la Vila de Gràcia,2025,9,setembre,1
050,ATEMPTATS,07,Horta-Guinardó,33,el Baix Guinardó,2025,9,setembre,1
050,ATEMPTATS,07,Horta-Guinardó,33,el Baix Guinardó,2025,12,desembre,1
050,ATEMPTATS,07,Horta-Guinardó,34,Can Baró,2025,2,febrer,1
050,ATEMPTATS,07,Horta-Guinardó,35,el Guinardó,2025,5,maig,1
050,ATEMPTATS,07,Horta-Guinardó,35,el Guinardó,2025,6,juny,1
050,ATEMPTATS,07,Horta-Guinardó,35,el Guinardó,2025,12,desembre,1
050,ATEMPTATS,07,Horta-Guinardó,36,la Font d'en Fargues,2025,12,desembre,1
050,ATEMPTATS,07,Horta-Guinardó,43,Horta,2025,3,març,1
050,ATEMPTATS,08,Nou Barris,44,Vilapicina i la Torre Llobeta,2025,2,febrer,1
050,ATEMPTATS,08,Nou Barris,45,Porta,2025,3,març,1
050,ATEMPTATS,08,Nou Barris,45,Porta,2025,8,agost,1
050,ATEMPTATS,08,Nou Barris,45,Porta,2025,9,setembre,1
050,ATEMPTATS,08,Nou Barris,47,Can Peguera,2025,3,març,1
050,ATEMPTATS,08,Nou Barris,52,la Prosperitat,2025,6,juny,1
050,ATEMPTATS,09,Sant Andreu,57,la Trinitat Vella,2025,3,març,1
050,ATEMPTATS,09,Sant Andreu,57,la Trinitat Vella,2025,10,octubre,1
050,ATEMPTATS,09,Sant Andreu,58,Baró de Viver,2025,5,maig,1
050,ATEMPTATS,09,Sant Andreu,59,el Bon Pastor,2025,4,abril,1
050,ATEMPTATS,09,Sant Andreu,59,el Bon Pastor,2025,10,octubre,1
050,ATEMPTATS,09,Sant Andreu,60,Sant Andreu,2025,2,febrer,1
050,ATEMPTATS,09,Sant Andreu,60,Sant Andreu,2025,3,març,1
050,ATEMPTATS,09,Sant Andreu,60,Sant Andreu,2025,4,abril,3
050,ATEMPTATS,09,Sant Andreu,60,Sant Andreu,2025,8,agost,1
050,ATEMPTATS,09,Sant Andreu,63,Navas,2025,8,agost,1
050,ATEMPTATS,09,Sant Andreu,63,Navas,2025,12,desembre,1
050,ATEMPTATS,10,Sant Martí,64,el Camp de l'Arpa del Clot,2025,3,març,1
050,ATEMPTATS,10,Sant Martí,64,el Camp de l'Arpa del Clot,2025,5,maig,1
050,ATEMPTATS,10,Sant Martí,64,el Camp de l'Arpa del Clot,2025,10,octubre,1
050,ATEMPTATS,10,Sant Martí,65,el Clot,2025,2,febrer,1
050,ATEMPTATS,10,Sant Martí,65,el Clot,2025,4,abril,1
050,ATEMPTATS,10,Sant Martí,65,el Clot,2025,8,agost,1
050,ATEMPTATS,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,2025,1,gener,1
050,ATEMPTATS,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,2025,2,febrer,1
050,ATEMPTATS,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,2025,5,maig,2
050,ATEMPTATS,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,2025,10,octubre,1
050,ATEMPTATS,10,Sant Martí,67,la Vila Olímpica del Poblenou,2025,2,febrer,1
050,ATEMPTATS,10,Sant Martí,67,la Vila Olímpica del Poblenou,2025,7,juliol,2
050,ATEMPTATS,10,Sant Martí,68,el Poblenou,2025,2,febrer,1
050,ATEMPTATS,10,Sant Martí,68,el Poblenou,2025,6,juny,1
050,ATEMPTATS,10,Sant Martí,68,el Poblenou,2025,7,juliol,1
050,ATEMPTATS,10,Sant Martí,68,el Poblenou,2025,9,setembre,1
050,ATEMPTATS,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,2025,4,abril,1
050,ATEMPTATS,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,2025,5,maig,1
050,ATEMPTATS,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,2025,6,juny,1
050,ATEMPTATS,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,2025,10,octubre,1
050,ATEMPTATS,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,2025,12,desembre,1
050,ATEMPTATS,10,Sant Martí,70,el Besòs i el Maresme,2025,3,març,1
050,ATEMPTATS,10,Sant Martí,70,el Besòs i el Maresme,2025,4,abril,1
050,ATEMPTATS,10,Sant Martí,71,Provençals del Poblenou,2025,4,abril,1
050,ATEMPTATS,10,Sant Martí,71,Provençals del Poblenou,2025,5,maig,1
050,ATEMPTATS,10,Sant Martí,72,Sant Martí de Provençals,2025,3,març,1
050,ATEMPTATS,10,Sant Martí,72,Sant Martí de Provençals,2025,8,agost,1
060,SUBMINISTRAMENTS BÀSICS,,,,,2025,5,maig,1
060,SUBMINISTRAMENTS BÀSICS,,,,,2025,12,desembre,1
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,01,el Raval,2025,1,gener,2
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,01,el Raval,2025,2,febrer,4
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,01,el Raval,2025,3,març,2
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,01,el Raval,2025,4,abril,4
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,01,el Raval,2025,5,maig,1
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,01,el Raval,2025,6,juny,5
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,01,el Raval,2025,7,juliol,11
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,01,el Raval,2025,8,agost,9
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,01,el Raval,2025,9,setembre,2
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,01,el Raval,2025,10,octubre,6
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,01,el Raval,2025,12,desembre,4
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,02,el Barri Gòtic,2025,3,març,2
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,02,el Barri Gòtic,2025,4,abril,2
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,02,el Barri Gòtic,2025,5,maig,1
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,02,el Barri Gòtic,2025,6,juny,8
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,02,el Barri Gòtic,2025,7,juliol,7
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,02,el Barri Gòtic,2025,8,agost,2
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,02,el Barri Gòtic,2025,9,setembre,1
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,02,el Barri Gòtic,2025,10,octubre,1
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,02,el Barri Gòtic,2025,11,novembre,1
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,03,la Barceloneta,2025,1,gener,2
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,03,la Barceloneta,2025,3,març,1
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,03,la Barceloneta,2025,4,abril,1
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,03,la Barceloneta,2025,5,maig,2
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,03,la Barceloneta,2025,6,juny,1
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,03,la Barceloneta,2025,7,juliol,4
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,03,la Barceloneta,2025,8,agost,1
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,03,la Barceloneta,2025,10,octubre,2
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,03,la Barceloneta,2025,11,novembre,2
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,03,la Barceloneta,2025,12,desembre,1
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",2025,1,gener,1
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",2025,2,febrer,3
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",2025,4,abril,2
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",2025,5,maig,3
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",2025,6,juny,5
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",2025,7,juliol,3
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",2025,8,agost,2
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",2025,10,octubre,2
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",2025,11,novembre,1
060,SUBMINISTRAMENTS BÀSICS,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",2025,12,desembre,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,05,el Fort Pienc,2025,1,gener,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,05,el Fort Pienc,2025,6,juny,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,05,el Fort Pienc,2025,7,juliol,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,05,el Fort Pienc,2025,12,desembre,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,06,la Sagrada Família,2025,1,gener,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,06,la Sagrada Família,2025,2,febrer,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,06,la Sagrada Família,2025,3,març,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,06,la Sagrada Família,2025,4,abril,3
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,06,la Sagrada Família,2025,5,maig,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,06,la Sagrada Família,2025,6,juny,8
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,06,la Sagrada Família,2025,7,juliol,7
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,06,la Sagrada Família,2025,8,agost,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,06,la Sagrada Família,2025,9,setembre,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,06,la Sagrada Família,2025,10,octubre,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,06,la Sagrada Família,2025,12,desembre,7
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,07,la Dreta de l'Eixample,2025,1,gener,5
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,07,la Dreta de l'Eixample,2025,2,febrer,6
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,07,la Dreta de l'Eixample,2025,3,març,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,07,la Dreta de l'Eixample,2025,4,abril,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,07,la Dreta de l'Eixample,2025,5,maig,3
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,07,la Dreta de l'Eixample,2025,6,juny,8
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,07,la Dreta de l'Eixample,2025,7,juliol,12
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,07,la Dreta de l'Eixample,2025,8,agost,6
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,07,la Dreta de l'Eixample,2025,9,setembre,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,07,la Dreta de l'Eixample,2025,10,octubre,6
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,07,la Dreta de l'Eixample,2025,12,desembre,3
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,08,l'Antiga Esquerra de l'Eixample,2025,1,gener,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,08,l'Antiga Esquerra de l'Eixample,2025,2,febrer,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,08,l'Antiga Esquerra de l'Eixample,2025,3,març,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,08,l'Antiga Esquerra de l'Eixample,2025,4,abril,5
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,08,l'Antiga Esquerra de l'Eixample,2025,5,maig,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,08,l'Antiga Esquerra de l'Eixample,2025,6,juny,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,08,l'Antiga Esquerra de l'Eixample,2025,7,juliol,9
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,08,l'Antiga Esquerra de l'Eixample,2025,8,agost,5
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,08,l'Antiga Esquerra de l'Eixample,2025,9,setembre,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,08,l'Antiga Esquerra de l'Eixample,2025,10,octubre,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,08,l'Antiga Esquerra de l'Eixample,2025,12,desembre,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,09,la Nova Esquerra de l'Eixample,2025,2,febrer,3
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,09,la Nova Esquerra de l'Eixample,2025,3,març,5
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,09,la Nova Esquerra de l'Eixample,2025,5,maig,3
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,09,la Nova Esquerra de l'Eixample,2025,6,juny,7
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,09,la Nova Esquerra de l'Eixample,2025,7,juliol,6
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,09,la Nova Esquerra de l'Eixample,2025,8,agost,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,09,la Nova Esquerra de l'Eixample,2025,9,setembre,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,09,la Nova Esquerra de l'Eixample,2025,10,octubre,4
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,09,la Nova Esquerra de l'Eixample,2025,11,novembre,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,09,la Nova Esquerra de l'Eixample,2025,12,desembre,8
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,10,Sant Antoni,2025,1,gener,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,10,Sant Antoni,2025,3,març,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,10,Sant Antoni,2025,4,abril,1
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,10,Sant Antoni,2025,6,juny,3
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,10,Sant Antoni,2025,7,juliol,3
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,10,Sant Antoni,2025,8,agost,3
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,10,Sant Antoni,2025,10,octubre,2
060,SUBMINISTRAMENTS BÀSICS,02,Eixample,10,Sant Antoni,2025,12,desembre,6
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,11,el Poble Sec,2025,1,gener,4
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,11,el Poble Sec,2025,2,febrer,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,11,el Poble Sec,2025,4,abril,4
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,11,el Poble Sec,2025,5,maig,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,11,el Poble Sec,2025,6,juny,7
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,11,el Poble Sec,2025,7,juliol,4
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,11,el Poble Sec,2025,8,agost,5
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,11,el Poble Sec,2025,9,setembre,8
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,11,el Poble Sec,2025,10,octubre,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,11,el Poble Sec,2025,11,novembre,8
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,11,el Poble Sec,2025,12,desembre,2
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,12,la Marina del Prat Vermell,2025,3,març,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,12,la Marina del Prat Vermell,2025,5,maig,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,12,la Marina del Prat Vermell,2025,12,desembre,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,13,la Marina de Port,2025,2,febrer,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,13,la Marina de Port,2025,3,març,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,13,la Marina de Port,2025,5,maig,2
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,13,la Marina de Port,2025,7,juliol,3
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,13,la Marina de Port,2025,8,agost,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,13,la Marina de Port,2025,11,novembre,2
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,13,la Marina de Port,2025,12,desembre,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,14,la Font de la Guatlla,2025,7,juliol,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,14,la Font de la Guatlla,2025,10,octubre,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,14,la Font de la Guatlla,2025,12,desembre,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,15,Hostafrancs,2025,1,gener,3
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,15,Hostafrancs,2025,2,febrer,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,15,Hostafrancs,2025,4,abril,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,15,Hostafrancs,2025,6,juny,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,15,Hostafrancs,2025,7,juliol,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,15,Hostafrancs,2025,8,agost,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,16,la Bordeta,2025,1,gener,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,16,la Bordeta,2025,3,març,2
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,16,la Bordeta,2025,4,abril,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,16,la Bordeta,2025,5,maig,2
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,16,la Bordeta,2025,6,juny,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,16,la Bordeta,2025,7,juliol,2
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,16,la Bordeta,2025,9,setembre,3
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,16,la Bordeta,2025,12,desembre,2
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,17,Sants - Badal,2025,3,març,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,17,Sants - Badal,2025,4,abril,4
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,17,Sants - Badal,2025,7,juliol,2
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,17,Sants - Badal,2025,10,octubre,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,18,Sants,2025,1,gener,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,18,Sants,2025,4,abril,2
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,18,Sants,2025,6,juny,5
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,18,Sants,2025,7,juliol,5
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,18,Sants,2025,8,agost,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,18,Sants,2025,9,setembre,1
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,18,Sants,2025,10,octubre,2
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,18,Sants,2025,11,novembre,2
060,SUBMINISTRAMENTS BÀSICS,03,Sants-Montjuïc,18,Sants,2025,12,desembre,1
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,19,les Corts,2025,1,gener,2
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,19,les Corts,2025,4,abril,2
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,19,les Corts,2025,5,maig,2
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,19,les Corts,2025,6,juny,10
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,19,les Corts,2025,7,juliol,2
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,19,les Corts,2025,8,agost,1
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,19,les Corts,2025,9,setembre,1
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,19,les Corts,2025,10,octubre,3
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,19,les Corts,2025,11,novembre,1
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,19,les Corts,2025,12,desembre,4
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,20,la Maternitat i Sant Ramon,2025,1,gener,1
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,20,la Maternitat i Sant Ramon,2025,4,abril,2
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,20,la Maternitat i Sant Ramon,2025,6,juny,2
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,20,la Maternitat i Sant Ramon,2025,10,octubre,1
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,20,la Maternitat i Sant Ramon,2025,11,novembre,1
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,20,la Maternitat i Sant Ramon,2025,12,desembre,1
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,21,Pedralbes,2025,1,gener,1
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,21,Pedralbes,2025,9,setembre,1
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,21,Pedralbes,2025,10,octubre,2
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,21,Pedralbes,2025,11,novembre,1
060,SUBMINISTRAMENTS BÀSICS,04,Les Corts,21,Pedralbes,2025,12,desembre,2
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2025,1,gener,2
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2025,3,març,3
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2025,4,abril,1
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2025,5,maig,1
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2025,10,octubre,4
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,23,Sarrià,2025,4,abril,2
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,23,Sarrià,2025,5,maig,4
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,23,Sarrià,2025,6,juny,1
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,23,Sarrià,2025,10,octubre,2
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,23,Sarrià,2025,11,novembre,3
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,23,Sarrià,2025,12,desembre,5
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,24,les Tres Torres,2025,5,maig,1
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,24,les Tres Torres,2025,10,octubre,4
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,24,les Tres Torres,2025,12,desembre,3
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,2025,2,febrer,2
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,2025,3,març,1
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,2025,4,abril,6
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,2025,5,maig,1
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,2025,6,juny,1
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,2025,10,octubre,3
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2025,3,març,3
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2025,4,abril,4
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2025,5,maig,1
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2025,6,juny,7
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2025,7,juliol,1
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2025,9,setembre,1
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2025,11,novembre,1
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,27,el Putxet i el Farró,2025,1,gener,4
060,SUBMINISTRAMENTS BÀSICS,05,Sarrià-Sant Gervasi,27,el Putxet i el Farró,2025,3,març,1
