Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,LLOC_NAIX,EDAT_Q,SEXE
2025-01-01,1,Ciutat Vella,1,el Raval,..,3,20,2
2025-01-01,1,Ciutat Vella,1,el Raval,8,4,0,1
2025-01-01,1,Ciutat Vella,1,el Raval,12,4,0,2
2025-01-01,1,Ciutat Vella,1,el Raval,19,4,1,1
2025-01-01,1,Ciutat Vella,1,el Raval,13,4,1,2
2025-01-01,1,Ciutat Vella,1,el Raval,12,4,2,1
2025-01-01,1,Ciutat Vella,1,el Raval,14,4,2,2
2025-01-01,1,Ciutat Vella,1,el Raval,25,4,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,15,4,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,192,4,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,151,4,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,461,4,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,374,4,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,400,4,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,411,4,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,233,4,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,314,4,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,166,4,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,236,4,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,116,4,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,202,4,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,77,4,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,104,4,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,50,4,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,65,4,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,28,4,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,37,4,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,25,4,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,29,4,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,11,4,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,15,4,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,4,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,6,4,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,7,4,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,9,4,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,4,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,4,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,4,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,75,5,0,1
2025-01-01,1,Ciutat Vella,1,el Raval,107,5,0,2
2025-01-01,1,Ciutat Vella,1,el Raval,220,5,1,1
2025-01-01,1,Ciutat Vella,1,el Raval,225,5,1,2
2025-01-01,1,Ciutat Vella,1,el Raval,313,5,2,1
2025-01-01,1,Ciutat Vella,1,el Raval,291,5,2,2
2025-01-01,1,Ciutat Vella,1,el Raval,411,5,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,458,5,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,960,5,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,1361,5,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,1745,5,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,2247,5,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,1871,5,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,2418,5,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,1583,5,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,2091,5,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,1301,5,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,1792,5,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,1133,5,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,1621,5,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,983,5,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,1138,5,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,771,5,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,884,5,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,604,5,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,554,5,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,424,5,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,372,5,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,264,5,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,211,5,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,147,5,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,98,5,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,83,5,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,37,5,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,30,5,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,15,5,17,2
2025-01-01,1,Ciutat Vella,1,el Raval,11,5,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,5,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,5,19,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,5,19,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,6,13,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,225,1,0,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,234,1,0,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,151,1,1,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,162,1,1,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,145,1,2,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,136,1,2,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,129,1,3,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,121,1,3,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,132,1,4,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,144,1,4,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,121,1,5,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,103,1,5,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,76,1,6,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,107,1,6,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,88,1,7,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,97,1,7,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,81,1,8,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,104,1,8,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,111,1,9,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,154,1,9,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,149,1,10,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,155,1,10,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,140,1,11,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,196,1,11,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,153,1,12,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,148,1,12,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,111,1,13,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,109,1,13,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,91,1,14,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,75,1,14,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,64,1,15,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,68,1,15,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,57,1,16,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,35,1,16,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,49,1,17,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,1,17,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,1,18,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1,18,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1,19,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,19,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,20,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,2,0,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,26,2,0,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,2,1,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,1,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,2,2,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,2,2,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,2,3,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,2,3,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,49,2,4,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,2,4,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,38,2,5,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,40,2,5,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,37,2,6,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,43,2,6,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,27,2,7,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,25,2,7,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,2,8,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,39,2,8,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,27,2,9,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,41,2,9,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,45,2,10,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,40,2,10,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,2,11,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,45,2,11,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,32,2,12,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,47,2,12,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,27,2,13,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,29,2,13,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,2,14,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,23,2,14,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,19,2,15,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,21,2,15,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,2,16,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,2,16,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,2,17,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,2,17,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,2,18,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,18,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,19,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,3,0,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,3,0,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,3,1,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,3,1,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,3,2,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,3,2,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,3,3,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,3,3,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,3,4,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,21,3,4,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,66,3,5,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,38,3,5,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,71,3,6,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,72,3,6,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,53,3,7,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,53,3,7,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,40,3,8,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,48,3,8,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,39,3,9,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,60,3,9,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,36,3,10,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,40,3,10,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,39,3,11,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,49,3,11,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,47,3,12,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,61,3,12,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,52,3,13,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,57,3,13,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,57,3,14,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,63,3,14,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,63,3,15,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,55,3,15,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,66,3,16,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,45,3,16,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,54,3,17,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,24,3,17,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,32,3,18,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,3,18,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,3,19,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,19,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,20,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,20,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,4,0,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,0,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,4,1,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,4,1,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,4,2,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,4,2,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,4,3,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,4,3,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,142,4,4,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,89,4,4,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,361,4,5,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,246,4,5,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,260,4,6,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,258,4,6,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,113,4,7,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,185,4,7,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,102,4,8,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,131,4,8,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,83,4,9,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,107,4,9,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,58,4,10,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,72,4,10,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,38,4,11,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,74,4,11,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,4,12,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,45,4,12,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,4,13,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,4,13,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,17,4,14,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,4,14,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,4,15,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,4,15,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,4,16,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,4,16,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,17,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,4,18,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,32,5,0,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,47,5,0,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,87,5,1,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,106,5,1,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,103,5,2,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,134,5,2,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,134,5,3,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,191,5,3,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,470,5,4,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,1288,5,4,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,928,5,5,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,2502,5,5,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,940,5,6,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,2547,5,6,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,685,5,7,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,2041,5,7,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,501,5,8,1
