Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Index_Gini
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,19,31.3
2023,8,Nou Barris,45,Porta,20,33.1
2023,8,Nou Barris,45,Porta,21,29.4
2023,8,Nou Barris,45,Porta,22,28.9
2023,8,Nou Barris,45,Porta,23,29.9
2023,8,Nou Barris,45,Porta,24,28.9
2023,8,Nou Barris,45,Porta,25,29.9
2023,8,Nou Barris,45,Porta,26,28.1
2023,8,Nou Barris,45,Porta,27,27.2
2023,8,Nou Barris,45,Porta,28,25.4
2023,8,Nou Barris,45,Porta,29,29.8
2023,8,Nou Barris,45,Porta,30,27.9
2023,8,Nou Barris,45,Porta,31,27.9
2023,8,Nou Barris,45,Porta,32,28.2
2023,8,Nou Barris,45,Porta,33,28.5
2023,8,Nou Barris,45,Porta,34,29.9
2023,8,Nou Barris,45,Porta,35,27.6
2023,8,Nou Barris,45,Porta,36,28.5
2023,8,Nou Barris,45,Porta,37,29.1
2023,8,Nou Barris,46,el Turó de la Peira,38,30.1
2023,8,Nou Barris,46,el Turó de la Peira,39,29.8
2023,8,Nou Barris,46,el Turó de la Peira,40,31.4
2023,8,Nou Barris,46,el Turó de la Peira,41,29
2023,8,Nou Barris,46,el Turó de la Peira,42,28.5
2023,8,Nou Barris,46,el Turó de la Peira,43,26.3
2023,8,Nou Barris,46,el Turó de la Peira,44,29
2023,8,Nou Barris,46,el Turó de la Peira,45,30.2
2023,8,Nou Barris,46,el Turó de la Peira,46,29.3
2023,8,Nou Barris,46,el Turó de la Peira,47,28.2
2023,8,Nou Barris,47,Can Peguera,48,27.9
2023,8,Nou Barris,47,Can Peguera,49,29.2
2023,8,Nou Barris,48,la Guineueta,50,26
2023,8,Nou Barris,48,la Guineueta,51,25.7
2023,8,Nou Barris,48,la Guineueta,52,24.3
2023,8,Nou Barris,48,la Guineueta,53,25.4
2023,8,Nou Barris,48,la Guineueta,54,24.5
2023,8,Nou Barris,48,la Guineueta,55,24.1
2023,8,Nou Barris,48,la Guineueta,56,26.7
2023,8,Nou Barris,48,la Guineueta,57,25.8
2023,8,Nou Barris,48,la Guineueta,58,26.2
2023,8,Nou Barris,48,la Guineueta,59,24.6
2023,8,Nou Barris,49,Canyelles,60,26.5
2023,8,Nou Barris,49,Canyelles,61,25.1
2023,8,Nou Barris,49,Canyelles,62,24
2023,8,Nou Barris,49,Canyelles,63,24.8
2023,8,Nou Barris,49,Canyelles,64,23.4
2023,8,Nou Barris,50,les Roquetes,65,28.7
2023,8,Nou Barris,50,les Roquetes,66,29.8
2023,8,Nou Barris,50,les Roquetes,67,27.4
2023,8,Nou Barris,50,les Roquetes,68,27.9
2023,8,Nou Barris,50,les Roquetes,69,27.1
2023,8,Nou Barris,50,les Roquetes,70,29.3
2023,8,Nou Barris,50,les Roquetes,71,26.5
2023,8,Nou Barris,50,les Roquetes,72,27.6
2023,8,Nou Barris,50,les Roquetes,73,29.7
2023,8,Nou Barris,50,les Roquetes,74,32.8
2023,8,Nou Barris,51,Verdun,75,27.5
2023,8,Nou Barris,51,Verdun,76,28.4
2023,8,Nou Barris,51,Verdun,77,27
2023,8,Nou Barris,51,Verdun,78,30.6
2023,8,Nou Barris,51,Verdun,79,30.1
2023,8,Nou Barris,51,Verdun,80,29.2
2023,8,Nou Barris,51,Verdun,81,30.7
2023,8,Nou Barris,51,Verdun,82,29.1
2023,8,Nou Barris,52,la Prosperitat,83,30.5
2023,8,Nou Barris,52,la Prosperitat,84,27.7
2023,8,Nou Barris,52,la Prosperitat,85,27.9
2023,8,Nou Barris,52,la Prosperitat,86,29.8
2023,8,Nou Barris,52,la Prosperitat,87,28.6
2023,8,Nou Barris,52,la Prosperitat,88,28
2023,8,Nou Barris,52,la Prosperitat,89,29.1
2023,8,Nou Barris,52,la Prosperitat,90,28.2
2023,8,Nou Barris,52,la Prosperitat,91,24.9
2023,8,Nou Barris,52,la Prosperitat,92,28.2
2023,8,Nou Barris,52,la Prosperitat,93,27.3
2023,8,Nou Barris,52,la Prosperitat,94,26.4
2023,8,Nou Barris,52,la Prosperitat,95,24
2023,8,Nou Barris,52,la Prosperitat,96,27.3
2023,8,Nou Barris,52,la Prosperitat,97,29.4
2023,8,Nou Barris,52,la Prosperitat,98,27.6
2023,8,Nou Barris,52,la Prosperitat,99,28.4
2023,8,Nou Barris,52,la Prosperitat,100,28.1
2023,8,Nou Barris,52,la Prosperitat,101,26.9
2023,8,Nou Barris,52,la Prosperitat,102,28.7
2023,8,Nou Barris,53,la Trinitat Nova,103,28.6
2023,8,Nou Barris,53,la Trinitat Nova,104,30.2
2023,8,Nou Barris,53,la Trinitat Nova,105,26.4
2023,8,Nou Barris,53,la Trinitat Nova,106,30.8
2023,8,Nou Barris,53,la Trinitat Nova,107,26.3
2023,8,Nou Barris,54,Torre Baró,108,29.9
2023,8,Nou Barris,54,Torre Baró,109,27.8
2023,8,Nou Barris,55,Ciutat Meridiana,110,27.8
2023,8,Nou Barris,55,Ciutat Meridiana,111,29.5
2023,8,Nou Barris,55,Ciutat Meridiana,112,28
2023,8,Nou Barris,55,Ciutat Meridiana,113,28.2
2023,8,Nou Barris,55,Ciutat Meridiana,114,26.5
2023,8,Nou Barris,55,Ciutat Meridiana,115,28.6
2023,8,Nou Barris,56,Vallbona,116,28.7
2023,8,Nou Barris,48,la Guineueta,215,24.6
2023,9,Sant Andreu,57,la Trinitat Vella,1,31.5
2023,9,Sant Andreu,57,la Trinitat Vella,2,32.7
2023,9,Sant Andreu,57,la Trinitat Vella,3,29.7
2023,9,Sant Andreu,57,la Trinitat Vella,4,30.1
2023,9,Sant Andreu,57,la Trinitat Vella,5,29.3
2023,9,Sant Andreu,58,Baró de Viver,6,28.3
2023,9,Sant Andreu,58,Baró de Viver,7,27.4
2023,9,Sant Andreu,59,el Bon Pastor,8,24.5
2023,9,Sant Andreu,59,el Bon Pastor,9,27.7
2023,9,Sant Andreu,59,el Bon Pastor,10,26.4
2023,9,Sant Andreu,59,el Bon Pastor,11,28
2023,9,Sant Andreu,59,el Bon Pastor,13,30
2023,9,Sant Andreu,59,el Bon Pastor,14,27.2
2023,9,Sant Andreu,59,el Bon Pastor,15,29.2
2023,9,Sant Andreu,60,Sant Andreu,16,25.4
2023,9,Sant Andreu,60,Sant Andreu,17,26.4
2023,9,Sant Andreu,60,Sant Andreu,18,24
2023,9,Sant Andreu,60,Sant Andreu,19,24.3
2023,9,Sant Andreu,60,Sant Andreu,20,25.9
2023,9,Sant Andreu,60,Sant Andreu,21,27
2023,9,Sant Andreu,60,Sant Andreu,22,31
2023,9,Sant Andreu,60,Sant Andreu,23,25.6
2023,9,Sant Andreu,60,Sant Andreu,24,27
2023,9,Sant Andreu,60,Sant Andreu,25,28.5
2023,9,Sant Andreu,60,Sant Andreu,26,28
2023,9,Sant Andreu,60,Sant Andreu,27,25.2
2023,9,Sant Andreu,60,Sant Andreu,28,23.7
2023,9,Sant Andreu,60,Sant Andreu,29,26.6
2023,9,Sant Andreu,60,Sant Andreu,30,24.9
2023,9,Sant Andreu,60,Sant Andreu,31,26.5
2023,9,Sant Andreu,60,Sant Andreu,32,29.9
2023,9,Sant Andreu,60,Sant Andreu,33,27.3
2023,9,Sant Andreu,60,Sant Andreu,34,25.9
2023,9,Sant Andreu,60,Sant Andreu,35,27.4
2023,9,Sant Andreu,60,Sant Andreu,36,24.3
2023,9,Sant Andreu,60,Sant Andreu,37,31.9
2023,9,Sant Andreu,60,Sant Andreu,38,27.5
2023,9,Sant Andreu,60,Sant Andreu,39,28
2023,9,Sant Andreu,60,Sant Andreu,40,29.8
2023,9,Sant Andreu,60,Sant Andreu,41,26.1
2023,9,Sant Andreu,60,Sant Andreu,42,30
2023,9,Sant Andreu,60,Sant Andreu,43,27.6
2023,9,Sant Andreu,60,Sant Andreu,44,29.3
2023,9,Sant Andreu,60,Sant Andreu,45,28.3
2023,9,Sant Andreu,60,Sant Andreu,46,27.1
2023,9,Sant Andreu,60,Sant Andreu,47,30.5
2023,9,Sant Andreu,60,Sant Andreu,48,28.1
2023,9,Sant Andreu,60,Sant Andreu,49,30.8
2023,9,Sant Andreu,60,Sant Andreu,50,30.4
2023,9,Sant Andreu,60,Sant Andreu,51,29.4
2023,9,Sant Andreu,60,Sant Andreu,52,26.4
2023,9,Sant Andreu,60,Sant Andreu,53,28.9
2023,9,Sant Andreu,60,Sant Andreu,54,30.8
2023,9,Sant Andreu,61,la Sagrera,55,27.2
2023,9,Sant Andreu,61,la Sagrera,56,26.8
2023,9,Sant Andreu,61,la Sagrera,57,32
2023,9,Sant Andreu,61,la Sagrera,58,31.6
2023,9,Sant Andreu,61,la Sagrera,59,30.5
2023,9,Sant Andreu,61,la Sagrera,60,27.8
2023,9,Sant Andreu,61,la Sagrera,61,26
2023,9,Sant Andreu,61,la Sagrera,62,30.4
2023,9,Sant Andreu,61,la Sagrera,63,25.9
2023,9,Sant Andreu,61,la Sagrera,64,28.2
2023,9,Sant Andreu,61,la Sagrera,65,29
2023,9,Sant Andreu,61,la Sagrera,66,27.3
2023,9,Sant Andreu,61,la Sagrera,67,27.8
2023,9,Sant Andreu,61,la Sagrera,68,27.2
2023,9,Sant Andreu,61,la Sagrera,69,28.4
2023,9,Sant Andreu,61,la Sagrera,70,30.2
2023,9,Sant Andreu,61,la Sagrera,71,30.3
2023,9,Sant Andreu,61,la Sagrera,72,29.8
2023,9,Sant Andreu,61,la Sagrera,73,27.2
2023,9,Sant Andreu,62,el Congrés i els Indians,74,27.1
2023,9,Sant Andreu,62,el Congrés i els Indians,75,30.3
2023,9,Sant Andreu,62,el Congrés i els Indians,76,27.8
2023,9,Sant Andreu,62,el Congrés i els Indians,77,26.5
2023,9,Sant Andreu,62,el Congrés i els Indians,78,29.4
2023,9,Sant Andreu,62,el Congrés i els Indians,79,32
2023,9,Sant Andreu,62,el Congrés i els Indians,80,30.4
2023,9,Sant Andreu,62,el Congrés i els Indians,81,31
2023,9,Sant Andreu,62,el Congrés i els Indians,82,32.2
2023,9,Sant Andreu,63,Navas,83,28.5
2023,9,Sant Andreu,63,Navas,84,29.3
2023,9,Sant Andreu,63,Navas,85,29.7
2023,9,Sant Andreu,63,Navas,86,29.6
2023,9,Sant Andreu,63,Navas,87,27.5
2023,9,Sant Andreu,63,Navas,88,29.8
2023,9,Sant Andreu,63,Navas,89,27.1
2023,9,Sant Andreu,63,Navas,90,28.9
2023,9,Sant Andreu,63,Navas,91,29
2023,9,Sant Andreu,63,Navas,92,26.8
2023,9,Sant Andreu,63,Navas,93,28.3
2023,9,Sant Andreu,63,Navas,94,28.3
2023,9,Sant Andreu,63,Navas,95,28.8
2023,9,Sant Andreu,61,la Sagrera,156,25.8
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,1,31.1
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,2,31.3
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,3,33.1
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,4,29
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,5,28.2
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,6,31.6
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,7,27.1
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,8,31.5
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,9,30.7
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,10,31.2
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,11,33.8
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,12,32.8
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,13,31.3
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,14,29.7
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,15,33.6
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,16,27.7
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,17,33.8
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,18,29.4
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,19,29.9
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,20,28.2
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,21,29.4
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,22,30.4
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,23,29.3
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,24,30.4
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,25,29.2
2023,10,Sant Martí,65,el Clot,26,30.7
2023,10,Sant Martí,65,el Clot,27,30
2023,10,Sant Martí,65,el Clot,28,32
2023,10,Sant Martí,65,el Clot,29,28.2
2023,10,Sant Martí,65,el Clot,30,26
2023,10,Sant Martí,65,el Clot,31,30
2023,10,Sant Martí,65,el Clot,32,27.2
2023,10,Sant Martí,65,el Clot,33,28.3
2023,10,Sant Martí,65,el Clot,34,28.7
2023,10,Sant Martí,65,el Clot,35,27.4
2023,10,Sant Martí,65,el Clot,36,28
2023,10,Sant Martí,65,el Clot,37,28.3
2023,10,Sant Martí,65,el Clot,38,28.9
2023,10,Sant Martí,65,el Clot,39,30.1
2023,10,Sant Martí,65,el Clot,40,31.8
2023,10,Sant Martí,65,el Clot,41,32.3
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,42,34.6
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,43,35.2
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,44,29.4
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,45,31
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,46,31.1
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,47,30
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,48,30.7
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,49,31.5
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,50,32.1
2023,10,Sant Martí,67,la Vila Olímpica del Poblenou,51,31.4
2023,10,Sant Martí,67,la Vila Olímpica del Poblenou,52,34.2
2023,10,Sant Martí,67,la Vila Olímpica del Poblenou,53,31.8
2023,10,Sant Martí,67,la Vila Olímpica del Poblenou,54,35.1
2023,10,Sant Martí,67,la Vila Olímpica del Poblenou,55,32.2
2023,10,Sant Martí,68,el Poblenou,56,33.5
2023,10,Sant Martí,68,el Poblenou,57,33.5
2023,10,Sant Martí,68,el Poblenou,58,29.3
2023,10,Sant Martí,68,el Poblenou,59,36.4
2023,10,Sant Martí,68,el Poblenou,60,37
2023,10,Sant Martí,68,el Poblenou,61,30.9
2023,10,Sant Martí,68,el Poblenou,62,31.3
2023,10,Sant Martí,68,el Poblenou,63,33.4
2023,10,Sant Martí,68,el Poblenou,64,32.6
2023,10,Sant Martí,68,el Poblenou,65,31.6
2023,10,Sant Martí,68,el Poblenou,66,32.6
2023,10,Sant Martí,68,el Poblenou,67,31.9
2023,10,Sant Martí,68,el Poblenou,68,29.3
2023,10,Sant Martí,68,el Poblenou,69,35.3
2023,10,Sant Martí,68,el Poblenou,70,31.2
2023,10,Sant Martí,68,el Poblenou,71,27.1
2023,10,Sant Martí,68,el Poblenou,72,31.8
2023,10,Sant Martí,68,el Poblenou,73,27.6
2023,10,Sant Martí,68,el Poblenou,74,31.8
2023,10,Sant Martí,68,el Poblenou,75,29
2023,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,76,28.6
2023,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,77,30.7
2023,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,78,33.7
2023,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,79,31
2023,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,80,40.8
2023,10,Sant Martí,70,el Besòs i el Maresme,81,36
2023,10,Sant Martí,70,el Besòs i el Maresme,82,31.4
2023,10,Sant Martí,70,el Besòs i el Maresme,83,29.8
2023,10,Sant Martí,70,el Besòs i el Maresme,84,29.1
2023,10,Sant Martí,70,el Besòs i el Maresme,85,30.1
2023,10,Sant Martí,70,el Besòs i el Maresme,86,29.6
2023,10,Sant Martí,70,el Besòs i el Maresme,87,30.2
2023,10,Sant Martí,70,el Besòs i el Maresme,88,24.5
2023,10,Sant Martí,70,el Besòs i el Maresme,89,32.5
2023,10,Sant Martí,70,el Besòs i el Maresme,90,30.4
2023,10,Sant Martí,70,el Besòs i el Maresme,91,28.1
2023,10,Sant Martí,70,el Besòs i el Maresme,92,24.8
2023,10,Sant Martí,70,el Besòs i el Maresme,93,27.6
2023,10,Sant Martí,71,Provençals del Poblenou,94,34.9
2023,10,Sant Martí,71,Provençals del Poblenou,95,33.3
2023,10,Sant Martí,71,Provençals del Poblenou,96,31.3
2023,10,Sant Martí,71,Provençals del Poblenou,97,30.3
2023,10,Sant Martí,71,Provençals del Poblenou,98,25.3
2023,10,Sant Martí,71,Provençals del Poblenou,99,30
2023,10,Sant Martí,71,Provençals del Poblenou,100,28.2
2023,10,Sant Martí,71,Provençals del Poblenou,101,32.2
2023,10,Sant Martí,71,Provençals del Poblenou,102,26.8
2023,10,Sant Martí,71,Provençals del Poblenou,103,26
2023,10,Sant Martí,71,Provençals del Poblenou,104,24
2023,10,Sant Martí,72,Sant Martí de Provençals,105,27.4
2023,10,Sant Martí,72,Sant Martí de Provençals,106,25.5
2023,10,Sant Martí,72,Sant Martí de Provençals,107,27
2023,10,Sant Martí,72,Sant Martí de Provençals,108,25.1
2023,10,Sant Martí,72,Sant Martí de Provençals,109,26.6
2023,10,Sant Martí,72,Sant Martí de Provençals,110,29.5
2023,10,Sant Martí,72,Sant Martí de Provençals,111,28.2
2023,10,Sant Martí,72,Sant Martí de Provençals,112,25.4
2023,10,Sant Martí,72,Sant Martí de Provençals,113,29.6
2023,10,Sant Martí,72,Sant Martí de Provençals,114,27.7
2023,10,Sant Martí,72,Sant Martí de Provençals,115,25.8
2023,10,Sant Martí,72,Sant Martí de Provençals,116,27.7
2023,10,Sant Martí,72,Sant Martí de Provençals,117,26.2
2023,10,Sant Martí,72,Sant Martí de Provençals,118,26.7
2023,10,Sant Martí,72,Sant Martí de Provençals,119,27.5
2023,10,Sant Martí,72,Sant Martí de Provençals,120,28.3
2023,10,Sant Martí,72,Sant Martí de Provençals,121,26.7
2023,10,Sant Martí,72,Sant Martí de Provençals,122,25.8
2023,10,Sant Martí,73,la Verneda i la Pau,123,28.1
2023,10,Sant Martí,73,la Verneda i la Pau,124,24.9
2023,10,Sant Martí,73,la Verneda i la Pau,125,25.5
2023,10,Sant Martí,73,la Verneda i la Pau,126,24.4
2023,10,Sant Martí,73,la Verneda i la Pau,127,26.5
2023,10,Sant Martí,73,la Verneda i la Pau,128,26.5
2023,10,Sant Martí,73,la Verneda i la Pau,129,24
2023,10,Sant Martí,73,la Verneda i la Pau,130,29.1
2023,10,Sant Martí,73,la Verneda i la Pau,131,27.2
2023,10,Sant Martí,73,la Verneda i la Pau,132,27.7
2023,10,Sant Martí,73,la Verneda i la Pau,133,26.6
2023,10,Sant Martí,73,la Verneda i la Pau,134,28.9
2023,10,Sant Martí,73,la Verneda i la Pau,135,28.6
2023,10,Sant Martí,73,la Verneda i la Pau,136,26.6
2023,10,Sant Martí,73,la Verneda i la Pau,137,27.4
2023,10,Sant Martí,73,la Verneda i la Pau,138,31.6
2023,10,Sant Martí,73,la Verneda i la Pau,139,28.2
2023,10,Sant Martí,73,la Verneda i la Pau,140,29
2023,10,Sant Martí,73,la Verneda i la Pau,141,25.8
2023,10,Sant Martí,73,la Verneda i la Pau,142,27.4
2023,10,Sant Martí,73,la Verneda i la Pau,143,29.6
2023,10,Sant Martí,65,el Clot,234,25.9
2023,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,235,31.2
2023,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,236,28.4
2023,10,Sant Martí,71,Provençals del Poblenou,237,26.9
