codi_barri,poblacio_total,pct_pob_estrangera,pct_pob_estrangera_occidental,pct_joves,pct_universitaris,import_euros,index_gini,total_incidents_1000_hab,locals_restauracio_1000_hab,locals_sanitaris_1000_hab,locals_serveis_professionals_1000_hab,preu_mitja_m2,pisos_turistics_1000_hab
48,15097,0.07047757832681989,0.015036099887394846,0.21282373981585745,0.14744651255216268,13310.90909090909,26.818181818181817,27.62138173146983,3.311916274756574,0.7286215804464463,0.6623832549513149,8.2,0.06623832549513148
49,6952,0.04013233601841193,0.009781357882623706,0.2218066743383199,0.09781357882623705,12632.4,26.14,46.02991944764097,2.8768699654775607,0.14384349827387802,0.7192174913693902,7.2,0.14384349827387802
50,15400,0.19045454545454543,0.02538961038961039,0.2907792207792208,0.0633116883116883,9125.0,31.94,26.233766233766236,2.9870129870129873,0.19480519480519481,0.8441558441558441,8.7,0.19480519480519481
51,12226,0.16890233927695075,0.019139538688041878,0.26566334042205136,0.08686406019957468,9859.5,31.7,28.300343530181582,5.152952723703583,0.49075740225748404,1.3904793063962049,9.1,0.16358580075249468
52,25974,0.13009163009163005,0.014322014322014322,0.2522137522137522,0.09297759297759298,11023.45,30.045,17.017017017017018,4.889504889504889,0.7315007315007315,1.8865018865018865,9.6,0.154000154000154
53,7335,0.17573278800272663,0.013496932515337423,0.26162235855487387,0.05685071574642127,8337.2,31.94,49.6250852079073,1.2269938650306749,0.0,0.0,8.8,0.0
54,2734,0.15801024140453546,0.017922457937088514,0.2900512070226774,0.060351133869787854,7620.5,32.9,95.09875640087783,0.365764447695684,0.0,0.0,6.1,0.0
55,10239,0.2799101474753394,0.019630823322590096,0.29329036038675654,0.04873522804961422,7694.333333333333,34.56666666666667,31.936712569586877,1.4649868151186638,0.0976657876745776,0.5859947260474656,6.6,0.0
56,1334,0.12293853073463268,0.03223388305847077,0.29160419790104947,0.0712143928035982,8238.0,33.7,121.43928035982009,1.4992503748125936,0.0,0.0,8.0,0.0
57,10068,0.27940007945967427,0.024235200635677395,0.30701231624950337,0.07032181168057211,8606.8,33.239999999999995,42.70957489074294,2.2844656336909015,0.09932459276916965,0.3972983710766786,8.0,0.49662296384584825
58,2482,0.10314262691377918,0.0128928283642224,0.27880741337630943,0.04633360193392425,8036.5,33.45,80.58017727639002,2.4174053182917006,0.0,0.0,4.8,0.0
59,12560,0.1264331210191083,0.019187898089171974,0.25939490445859875,0.09761146496815287,10603.0,30.6,38.61464968152866,3.7420382165605095,0.3980891719745223,1.1146496815286624,8.8,0.07961783439490445
60,56491,0.06995804641447312,0.015524596838434442,0.25188083057478183,0.1951284275371298,14494.53846153846,29.012820512820515,10.426439609849355,4.053743074118001,1.2568373723247952,1.1506257633959391,10.0,0.47795224017985166
61,28899,0.12028097858057374,0.021730855738952906,0.26429980276134124,0.1883110142219454,13587.65,29.67,17.57846292259248,3.633343714315374,1.0034949306204368,0.9342883836810962,9.7,0.7266687428630748
62,14046,0.1257297451231667,0.024490958279937348,0.24896767763064218,0.19728036451658834,13508.0,31.877777777777776,27.694717357254735,5.481987754520859,0.8543357539513029,2.4206179695286916,9.5,0.2847785846504343
63,21966,0.13143039242465626,0.02804333970681963,0.25598652462897203,0.2035873622871711,13758.0,30.9,19.621232814349447,3.5964672675953744,0.45524902121460437,1.638896476372576,9.7,0.5007739233360649
64,38168,0.15096415845734645,0.042470132047788725,0.2815971494445609,0.23868161810941102,14214.36,32.496,13.099979040033537,5.082791867533012,0.6025990358415426,1.9911968140850973,10.6,7.073988681618109
65,26932,0.13251893658101888,0.03909847022129809,0.2673028367740977,0.21097579088073667,13820.764705882351,31.294117647058822,19.15936432496658,4.901232734293777,0.3341749591563939,0.9653943264518046,10.3,1.8565275508688548
66,14713,0.19744443689254398,0.08509481410997077,0.3183579147692517,0.2794807313260382,14729.111111111111,33.28888888888889,35.00305851967648,9.243526133351459,0.33983551960850944,4.417861754910623,11.5,6.8646774960918915
67,9331,0.16129032258064513,0.1070624799056907,0.23534455042332011,0.42803558032365235,21652.0,34.96,52.834637230736256,5.465652127317544,0.5358482477762297,0.9645268459972136,14.3,11.8958311006323
68,33437,0.1661632323473996,0.07952268445135628,0.2776863953105841,0.24876633669288511,14480.4,32.72,17.196518826449744,8.164608068905702,0.7177677423213805,1.7645123665400604,11.7,12.142237640936688
69,13374,0.16771347390459102,0.0844922984896067,0.2697024076566472,0.3066397487662629,16139.57142857143,32.41428571428571,37.75983251084193,5.383580080753701,0.5234036189621654,0.44863167339614174,12.5,10.841932107073427
70,22844,0.24111364034319738,0.026440203116792155,0.2874277709683068,0.08356680091052356,9490.0,32.15384615384615,21.931360532306076,3.1080371213447733,0.21887585361582912,0.43775170723165824,8.4,1.3132551216949746
71,20163,0.1244358478401032,0.03873431533006001,0.28006745028021623,0.1867281654515697,12927.5,30.683333333333334,23.657193869959826,4.36442989634479,0.6447453255963894,1.7358527996825868,10.0,1.7854485939592324
72,25971,0.1041161295290901,0.023372222863963652,0.2358014708713565,0.150051981055793,12881.166666666666,28.327777777777776,18.09710831311848,3.773439605714066,0.7315852296792575,0.8085942012244427,9.4,0.34654037195333254
73,28727,0.10300414244439027,0.017822954015386222,0.23688516030215476,0.10578897900929439,11856.09523809524,28.69047619047619,15.351411564033835,3.9335816479270367,0.4177254847356146,0.8006405124099278,9.1,0.2088627423678073
