Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NIV_EDUCA_esta,LLOC_NAIX
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",539,1,3
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",14,1,4
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",212,1,5
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",888,2,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",160,2,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",858,2,3
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",89,2,4
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1497,2,5
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",..,2,6
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1443,3,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",196,3,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",485,3,3
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",229,3,4
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1054,3,5
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",..,3,6
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1534,4,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",283,4,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",586,4,3
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",801,4,4
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1355,4,5
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",..,4,6
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1341,5,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",511,5,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",865,5,3
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",2172,5,4
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",2377,5,5
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",9,5,6
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",177,6,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",12,6,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",6,6,3
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",10,6,4
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",109,6,5
2015-01-01,2,Eixample,5,el Fort Pienc,250,1,1
2015-01-01,2,Eixample,5,el Fort Pienc,91,1,2
2015-01-01,2,Eixample,5,el Fort Pienc,491,1,3
2015-01-01,2,Eixample,5,el Fort Pienc,8,1,4
2015-01-01,2,Eixample,5,el Fort Pienc,66,1,5
2015-01-01,2,Eixample,5,el Fort Pienc,1034,2,1
2015-01-01,2,Eixample,5,el Fort Pienc,372,2,2
2015-01-01,2,Eixample,5,el Fort Pienc,1169,2,3
2015-01-01,2,Eixample,5,el Fort Pienc,103,2,4
2015-01-01,2,Eixample,5,el Fort Pienc,996,2,5
2015-01-01,2,Eixample,5,el Fort Pienc,..,2,6
2015-01-01,2,Eixample,5,el Fort Pienc,2620,3,1
2015-01-01,2,Eixample,5,el Fort Pienc,452,3,2
2015-01-01,2,Eixample,5,el Fort Pienc,952,3,3
2015-01-01,2,Eixample,5,el Fort Pienc,144,3,4
2015-01-01,2,Eixample,5,el Fort Pienc,1015,3,5
2015-01-01,2,Eixample,5,el Fort Pienc,..,3,6
2015-01-01,2,Eixample,5,el Fort Pienc,4144,4,1
2015-01-01,2,Eixample,5,el Fort Pienc,598,4,2
2015-01-01,2,Eixample,5,el Fort Pienc,1059,4,3
2015-01-01,2,Eixample,5,el Fort Pienc,427,4,4
2015-01-01,2,Eixample,5,el Fort Pienc,1394,4,5
2015-01-01,2,Eixample,5,el Fort Pienc,..,4,6
2015-01-01,2,Eixample,5,el Fort Pienc,4222,5,1
2015-01-01,2,Eixample,5,el Fort Pienc,946,5,2
2015-01-01,2,Eixample,5,el Fort Pienc,1616,5,3
2015-01-01,2,Eixample,5,el Fort Pienc,1060,5,4
2015-01-01,2,Eixample,5,el Fort Pienc,2061,5,5
2015-01-01,2,Eixample,5,el Fort Pienc,6,5,6
2015-01-01,2,Eixample,5,el Fort Pienc,211,6,1
2015-01-01,2,Eixample,5,el Fort Pienc,14,6,2
2015-01-01,2,Eixample,5,el Fort Pienc,13,6,3
2015-01-01,2,Eixample,5,el Fort Pienc,10,6,4
2015-01-01,2,Eixample,5,el Fort Pienc,87,6,5
2015-01-01,2,Eixample,6,la Sagrada Família,493,1,1
2015-01-01,2,Eixample,6,la Sagrada Família,173,1,2
2015-01-01,2,Eixample,6,la Sagrada Família,968,1,3
2015-01-01,2,Eixample,6,la Sagrada Família,13,1,4
2015-01-01,2,Eixample,6,la Sagrada Família,77,1,5
2015-01-01,2,Eixample,6,la Sagrada Família,2088,2,1
2015-01-01,2,Eixample,6,la Sagrada Família,727,2,2
2015-01-01,2,Eixample,6,la Sagrada Família,2277,2,3
2015-01-01,2,Eixample,6,la Sagrada Família,112,2,4
2015-01-01,2,Eixample,6,la Sagrada Família,1472,2,5
2015-01-01,2,Eixample,6,la Sagrada Família,4815,3,1
2015-01-01,2,Eixample,6,la Sagrada Família,689,3,2
2015-01-01,2,Eixample,6,la Sagrada Família,1540,3,3
2015-01-01,2,Eixample,6,la Sagrada Família,194,3,4
2015-01-01,2,Eixample,6,la Sagrada Família,1908,3,5
2015-01-01,2,Eixample,6,la Sagrada Família,..,3,6
2015-01-01,2,Eixample,6,la Sagrada Família,6908,4,1
2015-01-01,2,Eixample,6,la Sagrada Família,924,4,2
2015-01-01,2,Eixample,6,la Sagrada Família,1418,4,3
2015-01-01,2,Eixample,6,la Sagrada Família,535,4,4
2015-01-01,2,Eixample,6,la Sagrada Família,2289,4,5
2015-01-01,2,Eixample,6,la Sagrada Família,..,4,6
2015-01-01,2,Eixample,6,la Sagrada Família,6775,5,1
2015-01-01,2,Eixample,6,la Sagrada Família,1487,5,2
2015-01-01,2,Eixample,6,la Sagrada Família,2211,5,3
2015-01-01,2,Eixample,6,la Sagrada Família,1354,5,4
2015-01-01,2,Eixample,6,la Sagrada Família,3454,5,5
2015-01-01,2,Eixample,6,la Sagrada Família,14,5,6
2015-01-01,2,Eixample,6,la Sagrada Família,276,6,1
2015-01-01,2,Eixample,6,la Sagrada Família,18,6,2
2015-01-01,2,Eixample,6,la Sagrada Família,13,6,3
2015-01-01,2,Eixample,6,la Sagrada Família,7,6,4
2015-01-01,2,Eixample,6,la Sagrada Família,151,6,5
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,277,1,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,74,1,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,392,1,3
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,9,1,4
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,36,1,5
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,1017,2,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,352,2,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,967,2,3
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,72,2,4
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,739,2,5
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,2765,3,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,540,3,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,793,3,3
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,181,3,4
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,821,3,5
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,..,3,6
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,5700,4,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,977,4,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,1140,4,3
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,744,4,4
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,1597,4,5
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,7,4,6
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,8157,5,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,1925,5,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,2543,5,3
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,2231,5,4
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,3470,5,5
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,8,5,6
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,287,6,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,18,6,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,9,6,3
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,24,6,4
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,97,6,5
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,294,1,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,106,1,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,472,1,3
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,10,1,4
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,55,1,5
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1085,2,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,459,2,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,988,2,3
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,65,2,4
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,885,2,5
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,..,2,6
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2855,3,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,508,3,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,866,3,3
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,204,3,4
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1131,3,5
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,5586,4,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,952,4,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1209,4,3
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,598,4,4
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1803,4,5
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,..,4,6
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,7026,5,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1824,5,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2305,5,3
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1785,5,4
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,3367,5,5
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8,5,6
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,235,6,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,19,6,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,10,6,3
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,10,6,4
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,86,6,5
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,513,1,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,157,1,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,709,1,3
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,10,1,4
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,92,1,5
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,1916,2,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,648,2,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,1946,2,3
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,117,2,4
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,1541,2,5
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,4740,3,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,828,3,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,1438,3,3
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,205,3,4
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,1707,3,5
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,..,3,6
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,7908,4,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,1233,4,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,1815,4,3
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,588,4,4
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,2517,4,5
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,..,4,6
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,8722,5,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,2391,5,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,3237,5,3
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,1457,5,4
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,4099,5,5
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,8,5,6
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,382,6,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,38,6,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,11,6,3
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,12,6,4
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,158,6,5
2015-01-01,2,Eixample,10,Sant Antoni,458,1,1
2015-01-01,2,Eixample,10,Sant Antoni,152,1,2
2015-01-01,2,Eixample,10,Sant Antoni,683,1,3
2015-01-01,2,Eixample,10,Sant Antoni,10,1,4
2015-01-01,2,Eixample,10,Sant Antoni,127,1,5
2015-01-01,2,Eixample,10,Sant Antoni,..,1,6
2015-01-01,2,Eixample,10,Sant Antoni,1731,2,1
2015-01-01,2,Eixample,10,Sant Antoni,498,2,2
2015-01-01,2,Eixample,10,Sant Antoni,1406,2,3
2015-01-01,2,Eixample,10,Sant Antoni,100,2,4
2015-01-01,2,Eixample,10,Sant Antoni,1587,2,5
2015-01-01,2,Eixample,10,Sant Antoni,..,2,6
2015-01-01,2,Eixample,10,Sant Antoni,3585,3,1
2015-01-01,2,Eixample,10,Sant Antoni,520,3,2
2015-01-01,2,Eixample,10,Sant Antoni,1024,3,3
2015-01-01,2,Eixample,10,Sant Antoni,189,3,4
2015-01-01,2,Eixample,10,Sant Antoni,1410,3,5
2015-01-01,2,Eixample,10,Sant Antoni,4938,4,1
2015-01-01,2,Eixample,10,Sant Antoni,687,4,2
2015-01-01,2,Eixample,10,Sant Antoni,1106,4,3
2015-01-01,2,Eixample,10,Sant Antoni,546,4,4
2015-01-01,2,Eixample,10,Sant Antoni,1525,4,5
2015-01-01,2,Eixample,10,Sant Antoni,..,4,6
2015-01-01,2,Eixample,10,Sant Antoni,4537,5,1
2015-01-01,2,Eixample,10,Sant Antoni,1146,5,2
2015-01-01,2,Eixample,10,Sant Antoni,1710,5,3
2015-01-01,2,Eixample,10,Sant Antoni,1385,5,4
2015-01-01,2,Eixample,10,Sant Antoni,2371,5,5
2015-01-01,2,Eixample,10,Sant Antoni,8,5,6
2015-01-01,2,Eixample,10,Sant Antoni,241,6,1
2015-01-01,2,Eixample,10,Sant Antoni,13,6,2
2015-01-01,2,Eixample,10,Sant Antoni,13,6,3
2015-01-01,2,Eixample,10,Sant Antoni,8,6,4
2015-01-01,2,Eixample,10,Sant Antoni,118,6,5
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,684,1,1
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,100,1,2
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,1047,1,3
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,24,1,4
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,300,1,5
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,2155,2,1
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,376,2,2
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,1849,2,3
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,237,2,4
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,3878,2,5
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,3964,3,1
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,396,3,2
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,1081,3,3
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,265,3,4
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,2505,3,5
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,..,3,6
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,3650,4,1
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,466,4,2
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,872,4,3
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,623,4,4
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,2102,4,5
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,2353,5,1
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,648,5,2
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,1182,5,3
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,1568,5,4
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,2332,5,5
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,..,5,6
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,290,6,1
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,17,6,2
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,17,6,3
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,9,6,4
2015-01-01,3,Sants-Montjuïc,11,el Poble-sec,257,6,5
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,94,1,1
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,1,2
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,42,1,3
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,9,1,5
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,222,2,1
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,16,2,2
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,51,2,3
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,7,2,4
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,31,2,5
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,230,3,1
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,13,3,2
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,23,3,3
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,6,3,4
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,31,3,5
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,68,4,1
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,4,2
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,11,4,3
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,4,4
2015-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,21,4,5
